gid;ad_code;ad_ban_id;ad_nomvoie;ad_fantoir;ad_numero;ad_rep;ad_insee;ad_postal;ad_alias;ad_nom_ld;ad_x_ban;ad_y_ban;ad_commune;ad_section;ad_idpar;ad_x_parc;ad_y_parc;ad_nat;ad_nblhab;ad_nblpro;ad_nbprhab;ad_nbprpro;ad_rivoli;ad_hexacle;ad_hexaclv;ad_distinf;ad_isole;ad_prio;ad_racc;ad_batcode;ad_nombat;ad_ietat;ad_itypeim;ad_imneuf;ad_idatimn;ad_prop;ad_gest;ad_idatsgn;ad_iaccgst;ad_idatcab;ad_idatcom;ad_typzone;ad_comment;ad_geolqlt;ad_geolmod;ad_geolsrc;ad_creadat;ad_majdate;ad_majsrc;ad_abddate;ad_abdsrc;nom_sro;nb_prises_totale;statut;cas_particuliers;nom_id;nom_pro;x;y;potentiel_ftte;geom
1450;AD700BF0006233;;;;;;70279;70100;;;;;Gray;;2018700279000AH0008;895229.745675263;6708786.01892563;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;895226.820881553;6708776.28095922;0;01010000206A0800003D964AA4F5512B41613CFB118A975941
1451;AD700BF0006234;;;;;;70279;70100;;;;;Gray;;2018700279000AH0015;895404.58144769;6708828.12331836;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;895408.453538376;6708828.76676261;0;01010000206A080000992E36E860532B417CA3123197975941
1452;AD700BF0006235;;Rue des Giranaux;;36;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AT0356;896026.869063471;6709699.64213799;;0;4;0;4;;;;50;f;;7;;;;I;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01F;4;C;Adresse à créer;;"Entreprises;Entreprises;Entreprises;Entreprises";896030.418983301;6709714.6923915;4;01010000206A080000ABFA84D63C582B416B2450AC74985941
1453;AD700BF0006236;;;;;;70279;70100;;;;;Gray;;2018700279000AH0071;895230.295330317;6708858.08595717;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;895229.758284704;6708867.12019114;0;01010000206A08000087E43D84FB512B412A36B1C7A0975941
1454;AD700BF0006237;;Quai Villeneuve;;2;;70279;70100;;;;;Gray;;2018700279000AE0536;895067.271933578;6708833.64099479;;0;1;0;1;;;;98;f;;7;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;C;Adresse à créer;;Mairie;895065.366710009;6708840.26317364;1;01010000206A080000106AC1BBB2502B413CD6D7109A975941
1455;AD700BF0006238;;Quai de l'Ecluse;;2;B;70279;70100;;;;;Gray;;2018700279000AE0443;895159.550470885;6708771.47116806;;0;1;0;2;;;;14;f;;2;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;2;C;Adresse à créer;;PMU (Bar);895156.364991988;6708758.2351745;0;01010000206A080000D83AE0BA68512B4158190D8F85975941
1456;AD700BF0006239;;Rue de la Prairie;;18;;70546;70180;;;;;Vereux;;;;;;1;0;1;0;;;;35;f;;1;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;C;Adresse à créer;;;899672.624555247;6716385.92096352;0;01010000206A08000093B4C53FB1742B41F810F17AF89E5941
1457;AD700BF0006240;;;;;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AR0010;894882.492364971;6709705.37058014;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;894883.988313337;6709720.72125085;0;01010000206A080000AC3404FA474F2B4151F9282E76985941
1458;AD700BF0006241;;;;;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AR0123;894898.885891001;6709734.44491033;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;894897.055741816;6709721.84943212;0;01010000206A080000FD308A1C624F2B4188185D7676985941
1459;AD700BF0006242;;;;;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0823;894829.098769871;6709607.31375023;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;894842.684363114;6709630.61525616;0;01010000206A08000094D7645EF54E2B41615B60A75F985941
1460;AD700BF0006243;;;;;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0029;894690.574176208;6709686.79604364;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;894703.252137494;6709684.83710424;0;01010000206A080000682A1881DE4D2B41A91D93356D985941
1461;AD700BF0006244;;Avenue Jean-Jaurès;;1;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0161;894933.500029184;6709435.136545;;1;0;1;0;;;;6;f;;1;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;C;Adresse à créer;;;894922.909215382;6709481.95286426;0;01010000206A080000B5AD84D1954F2B415DBAFB7C3A985941
1462;AD700BF0006245;;;;;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0161;894933.500029184;6709435.136545;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;894914.138380809;6709412.20048841;0;01010000206A08000070D9D946844F2B4159CDD40C29985941
1463;AD700BF0006246;;;;;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0161;894933.500029184;6709435.136545;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;894918.968827709;6709411.19232787;0;01010000206A0800007A2F0AF08D4F2B4191194FCC28985941
1464;AD700BF0006247;;;;;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0161;894933.500029184;6709435.136545;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;894931.442588713;6709409.03492738;0;01010000206A080000E3FC9AE2A64F2B4110403C4228985941
1465;AD700BF0006248;;;;;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0161;894933.500029184;6709435.136545;;0;0;0;0;;;;;f;;;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;0;S;"Adresse à créer;Site à supprimer (pas de prise)";;;894924.282092572;6709409.73339639;0;01010000206A08000006706E90984F2B4166F7EF6E28985941
1466;AD700BF0006250;;Rue de la Prairie;;;;70546;70180;;;;;Vereux;;;;;;0;1;0;1;;;;18;f;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;C;"Adresse à créer;Transformateur électrique";;Transformateurs Electriques;899623.334300838;6716530.20842877;0;01010000206A080000BC7A29AB4E742B419CE5568D1C9F5941
1467;AD700BF0006251;;Rue;;14;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0184;894744.765135177;6709443.39879058;;0;1;0;1;;;;23;f;;7;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;C;Adresse à créer;;Université / Supérieur;894774.861300276;6709444.52511523;1;01010000206A0800008959FCB86D4E2B41E77C9B2131985941
1468;AD700BF0006354;;;0279;12;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AI0040;892797.824637695;6708445.35951851;;1;0;1;0;;;;34;f;;7;;;;P;;;;;;;;;;;;;;2018-06-07 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1256;;892805.606674468;6708459.20139743;0;01010000206A08000031099E360B3F2B410AB2E3CC3A975941
1469;AD700BF0006355;;;0279;3;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AI0028;892762.412661285;6708357.35082216;;1;0;1;0;;;;30;f;;7;;;;P;;;;;;;;;;;;;;2018-06-07 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1803;;892752.697364055;6708361.67238246;0;01010000206A080000C6E60C65A13E2B417150086B22975941
1470;AD700BF0006361;;RUE DU REPOS;;29;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AC0038;894270.704882223;6709640.93481207;;1;0;1;0;;;;50;f;;7;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1984;;894268.085149493;6709650.87817435;0;01010000206A080000DFB6982B784A2B41320234B864985941
1471;AD700BF0006368;;;0063;6;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AS0152;895726.632242596;6709848.40918245;;1;0;1;0;;;;48;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;2120;;895732.705480927;6709851.86708705;0;01010000206A080000C9CB3469E9552B41AD5A7EF796985941
1472;AD700BF0006370;;;0063;5;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AS0166;895688.448821325;6709877.78837816;;1;0;1;0;;;;10;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;2091;;895693.700568408;6709876.28023373;0;01010000206A08000003E7B0669B552B417859EF119D985941
1473;AD700BF0006371;;;0229;1;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AS0283;895739.801216613;6709924.27372511;;1;0;1;0;;;;32;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1195;;895740.001363844;6709919.12016163;0;01010000206A08000002C3B200F8552B4168BAB0C7A7985941
1474;AD700BF0006372;;;0063;9;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AS0150;895791.059894428;6709904.02243314;;1;0;1;0;;;;64;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;2148;;895787.564908246;6709894.84732039;0;01010000206A08000052A73B2157562B41487F3AB6A1985941
1475;AD700BF0006376;;RUE DES ALOUETTES;;8;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AS0269;895486.856611949;6709962.05696607;;1;0;1;0;;;;87;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1332;;895483.514249042;6709960.07181212;0;01010000206A08000083A64B07F7532B41DA919804B2985941
1476;AD700BF0006377;;RUE DES ALOUETTES;;6;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AS0270;895511.52707422;6709949.36952656;;1;0;1;0;;;;50;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1331;;895506.430804364;6709948.47322902;0;01010000206A080000BC6392DC24542B415B62491EAF985941
1477;AD700BF0006378;;Rue du Val de Saone;;3;;70371;70100;;;;;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;65;f;;1;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;43254;;900087.345663888;6713656.25539764;0;01010000206A0800006EDBFAB0EE772B41566F58104E9C5941
1478;AD700BF0006379;ADRNIVX_0000000278276649;Rue de la Gare;0071;1;;70371;70100;;;899731.219595034;6713505.98676683;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;393;t;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Site à prendre en compte (isolé)?;43264;;899702.599163496;6713465.71306411;0;01010000206A080000CB8EC532ED742B41A6D7A26D1E9C5941
1479;AD700BF0006380;;RUE DES ALOUETTES;;4;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AS0271;895538.448003883;6709934.65807215;;1;0;1;0;;;;21;f;;0;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1330;;895533.135606584;6709933.78792621;0;01010000206A080000EB396E455A542B4113626D72AB985941
1480;AD700BF0006381;;RUE DES ALOUETTES;;2;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AS0272;895564.294379089;6709921.0541585;;1;0;1;0;;;;38;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1329;;895561.383768655;6709917.69956901;0;01010000206A0800003B537DC492542B411ABDC56CA7985941
1481;AD700BF0006392;;RUE DE DIJON;;88;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AC0115;894011.068760524;6709126.21110705;;1;0;1;0;;;;20;f;;2;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1761;;894004.932345341;6709116.05410301;0;01010000206A080000565E5CDD69482B41786C7603DF975941
1482;AD700BF0006393;;RUE DE DIJON;;108;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AL0117;893818.945435221;6708985.37183151;;1;0;1;0;;;;42;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1818;;893815.327380952;6708994.93154762;0;01010000206A080000E4799EA7EE462B41E9799EBBC0975941
1483;AD700BF0006394;;;;3;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AL0118;893808.615021886;6709005.11917915;;1;0;1;0;;;;25;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1816;;893803.339285714;6709010.99107143;0;01010000206A0800006ADBB6ADD6462B41DDB66DBFC4975941
1484;AD700BF0006402;;;;14;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0001;894210.105088494;6709838.6680071;;1;0;1;0;;;;26;f;;2;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1357;;894209.33455985;6709839.9975179;0;01010000206A080000BB6D4BAB024A2B414F55D7FF93985941
1485;AD700BF0006403;;;0127;34;;70026;70100;;;;;Arc-lès-Gray;;20187000260000C0696;894627.544595075;6710959.13110984;;1;0;1;0;;;;29;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;2774;;894627.359028977;6710964.55019331;0;01010000206A08000066A5D2B7464D2B41FE5D3623AD995941
1486;AD700BF0006404;;RUE DE DIJON;;150;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AH0078;893336.488747857;6708750.10020039;;1;0;1;0;;;;50;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1824;;893346.402801125;6708739.67676894;0;01010000206A080000F3F23BCE44432B41AB2E50EB80975941
1487;AD700BF0006423;;QUAI VILLENEUVE;;14;B;70279;70100;;;;;Gray;;2018700279000AE0013;894680.066157143;6708860.67021484;;4;0;4;0;;;;7;f;;7;;;;I;;;;;;;;;;;;;;2018-06-15 00:00:00;;;;;N070GAY_S01F;4;E;Adresse BAN inexistante mais locaux présents;19253;;894665.284321419;6708841.12593555;0;01010000206A080000BB939291924D2B41FB530F489A975941
1488;AD700BF0006424;;;0268;22;;70279;70100;;;;;Gray;;2018700279000AE0281;894716.04912532;6708863.33748931;;6;0;6;0;;;;12;f;;7;;;;I;;;;;;;;;;;;;;2018-06-15 00:00:00;;;;;N070GAY_S01F;6;E;Adresse BAN inexistante mais locaux présents;1736;;894718.066504025;6708876.89018522;0;01010000206A080000CCD00C22FC4D2B4173CBF838A3975941
1489;AD700BF0006425;;;0220;20;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AD0125;894710.175114818;6708899.11249013;;6;0;6;0;;;;30;f;;7;;;;I;;;;;;;;;;;;;;2018-06-15 00:00:00;;;;;N070GAY_S01F;6;E;Adresse BAN inexistante mais locaux présents;1732;;894714.609736399;6708893.11040255;0;01010000206A080000885E2F38F54D2B41DCD51047A7975941
1490;AD700BF0006454;;AV  CHARLES COUYBA;;11;B;70026;70100;;;;;Arc-lès-Gray;;2018700026000AW0362;895195.466068858;6708953.97769779;;0;1;0;1;;;;60;f;;7;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;1299;Entreprises;895193.586547373;6708944.41490883;1;01010000206A080000F4EF4F2CB3512B41C0DD8D1AB4975941
1491;AD700BF0006461;;;;1;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0134;894724.227925459;6709514.27223964;;2;0;2;0;;;;25;f;;7;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;2;E;Adresse BAN inexistante mais locaux présents;2588;;894694.653893358;6709508.37900321;0;01010000206A080000381CCB4ECD4D2B41AC96411841985941
1492;AD700BF0006462;;;;1;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0802;894661.342513214;6709552.71993436;;2;0;2;0;;;;15;f;;1;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;2;E;Adresse BAN inexistante mais locaux présents;2571;;894658.665542913;6709552.98813722;0;01010000206A0800006E0AC254854D2B41E3A33D3F4C985941
1493;AD700BF0006463;;;;16;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0114;894627.808566905;6709548.35005621;;1;0;1;0;;;;22;f;;7;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;2556;;894629.245408519;6709550.5250562;0;01010000206A0800007A2FA67D4A4D2B4151859AA14B985941
1494;AD700BF0006464;;;0040;2;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0188;894700.98152336;6709472.73462085;;1;1;1;1;;;;11;f;;7;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;2;E;Adresse BAN inexistante mais locaux présents;1373;Artisans ou libérales;894703.355718859;6709472.62048894;0;01010000206A08000046C820B6DE4D2B414217B62738985941
1495;AD700BF0006465;;Rue Pierre;0240;4;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0110;894641.980841487;6709587.36286385;;1;0;1;0;;;;31;f;;7;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;2383;;894645.11983411;6709590.02124563;0;01010000206A0800007DE55A3D6A4D2B41A4165C8155985941
1496;AD700BF0006466;;IMP L IMPASSE DE LA POSTE;;2;;70026;70100;;;;;Arc-lès-Gray;;2018700026000AB0687;894629.23261815;6709573.66530259;;1;0;1;0;;;;7;f;;2;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;2596;;894626.77233702;6709568.53841676;0;01010000206A08000006C26F8B454D2B41936B752250985941
1497;AD700BF0006467;;Grande Rue;0073;20;;70546;70180;;;;;Vereux;;;;;;1;0;1;0;;;;22;f;;7;;;;P;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;57065;;899581.075625457;6716618.17630781;0;01010000206A0800003E61B826FA732B4192A0488B329F5941
1498;AD700BF0006468;;Rue du Chateau de Paille;;8;;70546;70180;;;;;Vereux;;;;;;1;0;1;0;;;;33;f;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-18 00:00:00;;;;;N070GAY_S01F;1;E;Adresse BAN inexistante mais locaux présents;56931;;899233.507202129;6716989.51323811;0;01010000206A0800005AFFAF0343712B41A4E4D8608F9F5941
1499;AD700BG0005031;ADRNIVX_0000000278281179;Avenue Jean Jaurès;0200;33;;70026;70100;;;894686.266461334;6709927.92585451;Arc-lès-Gray;;2018700026000AP0120;894676.696068768;6709921.83375515;;1;0;1;0;;;;15;f;;1;;;;P;;;;;;;;;;;;;;2018-06-09 00:00:00;;;;;N070GAY_S01G;1;E;;2044;;894675.412665037;6709932.53177292;0;01010000206A080000F0D448D3A64D2B4147910822AB985941
1500;AD700BG0005666;ADRNIVX_0000000278282593;Rue Louis Chauveau;0220;25;;70026;70100;;;894730.887169579;6708917.48945324;Arc-lès-Gray;;2018700026000AW0007;894744.509187133;6708875.9712099;;10;0;10;0;;;;17;f;;7;;;;I;;;;;;;;;;;;;;2018-06-15 00:00:00;;;;;N070GAY_S01G;10;E;;1282;;894744.199999667;6708876.6907563;0;01010000206A080000395B6666304E2B41E859352CA3975941
1501;AD700BH0004874;ADRNIVX_0000000278281155;Avenue Jean Jaurès;0200;12;;70026;70100;;;894784.22606949;6709774.74772737;Arc-lès-Gray;;2018700026000AP0040;894796.131486671;6709780.58777804;;1;0;1;0;;;;10;f;;0;;;;P;;;;;;;;;;;;;;2018-06-11 00:00:00;;;;;N070GAY_S01H;1;E;;2054;;894789.430980849;6709779.2111099;0;01010000206A0800009885A9DC8A4E2B411BD382CD84985941
1502;AD700BH0004896;ADRNIVX_0000000278281949;Rue de Dijon;0080;21;B;70026;70100;;;894594.829252377;6709428.20886644;Arc-lès-Gray;;2018700026000AB0630;894604.991735528;6709410.80502455;;2;1;2;1;;;;56;f;;2;;;;I;;;;;;;;;;;;;;2018-06-18 00:00:00;;;;;N070GAY_S01H;3;E;;2583;Entreprises;894596.36037032;6709420.14523318;1;01010000206A080000657582B8084D2B4119804B092B985941
1503;AD700BH0004897;ADRNIVX_0000000278284826;Port Saint-Martin;0279;7;;70026;70100;;;892714.012711751;6708341.51082394;Arc-lès-Gray;;2018700026000AI0033;892685.773035777;6708295.70072954;;1;0;1;0;;;;35;f;;7;;;;P;;;;;;;;;;;;;;2018-06-07 00:00:00;;;;;N070GAY_S01H;1;C;;;;892679.027997239;6708307.97015322;0;01010000206A08000075A7550E0E3E2B418AFD16FE14975941
1504;AD700BH0004898;ADRNIVX_0000000278284825;Port Saint-Martin;0279;5;;70026;70100;;;892729.025149055;6708350.55562002;Arc-lès-Gray;;2018700026000AI0029;892737.490449394;6708336.47981746;;1;0;1;0;;;;27;f;;7;;;;P;;;;;;;;;;;;;;2018-06-07 00:00:00;;;;;N070GAY_S01H;1;C;;;;892735.541484111;6708344.15608487;0;01010000206A080000CB673D157F3E2B41624BFD091E975941
1505;AD700BH0004899;ADRNIVX_0000000278282132;Rue de la Gendarmerie;0140;23;;70026;70100;;;894436.482255883;6709611.53686295;Arc-lès-Gray;;2018700026000AB0316;894435.397292333;6709599.36666444;;1;0;1;0;;;;22;f;;7;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;1;E;;1883;;894429.838141773;6709604.80516702;0;01010000206A0800001FEB20ADBB4B2B413DDB873359985941
1506;AD700BH0004900;ADRNIVX_0000000278282174;Rue du Repos;0320;13;;70026;70100;;;894442.321374562;6709492.90997961;Arc-lès-Gray;;2018700026000AB0408;894437.77949418;6709486.79467401;;2;0;2;0;;;;18;f;;1;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;2;E;;2471;;894434.795169632;6709488.03483249;0;01010000206A08000056792097C54B2B410EB23A023C985941
1507;AD700BH0004901;ADRNIVX_0000002005958890;Rue du Repos;0320;15;BIS;70026;70100;;;894415.071408389;6709512.47027939;Arc-lès-Gray;;2018700026000AB0676;894385.511214457;6709476.46442658;;1;0;1;0;;;;37;f;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;1;C;;;;894392.552671354;6709489.15555183;0;01010000206A0800005ABDF71A714B2B41AC8FF4493C985941
1508;AD700BH0004902;ADRNIVX_0000000278282175;Rue du Repos;0320;15;;70026;70100;;;894429.4943115;6709502.49390814;Arc-lès-Gray;;2018700026000AB0406;894406.017897706;6709445.48320128;;1;0;1;0;;;;69;f;;1;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;1;E;;1969;;894397.682117573;6709445.10266077;0;01010000206A080000B9833E5D7B4B2B417BFE914631985941
1509;AD700BH0004903;ADRNIVX_0000000278281266;Rue Roger Salengro;0340;23;;70026;70100;;;894348.477986201;6709769.38059713;Arc-lès-Gray;;2018700026000AB0484;894333.488063317;6709735.71389568;;1;0;1;1;;;;45;f;;7;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;2;E;;1370;Banque;894326.4885211;6709742.52371659;1;01010000206A0800000A701FFAEC4A2B41989284A17B985941
1510;AD700BH0004905;ADRNIVX_0000000278282127;Rue de la Gendarmerie;0140;14;;70026;70100;;;894316.790085864;6709659.53045772;Arc-lès-Gray;;2018700026000AB0616;894331.301757889;6709682.76502385;;1;0;1;0;;;;39;f;;7;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;1;E;;1455;;894330.896322731;6709684.30400338;0;01010000206A08000021D0EACAF54A2B419DCA74136D985941
1511;AD700BH0004938;ADRNIVX_0000000278282215;Rue des Varennes;0191;17;;70026;70100;;;894003.927254871;6709544.94589095;Arc-lès-Gray;;2018700026000AC0218;894019.362822136;6709528.53994475;;1;0;1;0;;;;20;f;;7;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;1;E;;2485;;894016.840456541;6709531.86753032;0;01010000206A080000D85150AE81482B41E79D85F746985941
1512;AD700BH0004939;ADRNIVX_0000000278282213;Rue des Varennes;0191;15;;70026;70100;;;894030.522925001;6709568.48795454;Arc-lès-Gray;;2018700026000AC0220;894044.660666196;6709551.9374859;;1;0;1;0;;;;33;f;;7;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;1;E;;2482;;894039.430439898;6709548.94776164;0;01010000206A0800004C9E62DCAE482B417220A83C4B985941
1513;AD700BH0004973;ADRNIVX_0000000278282148;Rue Georges Brassens;0165;11;;70026;70100;;;894173.297758596;6709457.66549488;Arc-lès-Gray;;2018700026000AC0260;894186.516217204;6709445.14632336;;1;0;1;0;;;;17;f;;7;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;1;E;;2331;;894181.05402459;6709443.09165061;0;01010000206A080000701CA91BCA492B41879ADDC530985941
1514;AD700BH0004974;ADRNIVX_0000000278282150;Rue Georges Brassens;0165;13;;70026;70100;;;894156.718349468;6709432.11573323;Arc-lès-Gray;;2018700026000AC0262;894173.547880908;6709417.37637423;;1;0;1;0;;;;25;f;;7;;;;P;;;;;;;;;;;;;;2018-06-08 00:00:00;;;;;N070GAY_S01H;1;E;;2342;;894167.646961297;6709422.52190967;0;01010000206A080000D9823E4BAF492B41CFF766A12B985941
