id;id_opp;nom;com_dep;emprise;travaux;prev_starr;cables;typ_cable;prog_dsp;debut_trvx;moa;nb_suf;longueur;nb_chb_exists;nb_chb_a_creer;nb_chb_desserte;nb_chb_transport;nb_chb_indef
1;OPP_4-6_LT_26165_LVON_002;COO_2018_LivronSurDrome_EnfouissementDeloche;LIVRON-SUR-DROME;Depart Deloche - PS Loriol;Enfouissement HTA;Aerien BT;1 X 720;X Cables >720;2018;Hiver 2018;Enedis;50;3018;;7;2;5;0
