"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0731783";"70184";"COUTHENANS";"0076";"GRANDE RUE";"HCT";"K00";"X0";"F34";"BC8";"PCG";"TRM";"TRN";;;"Lambert II Etendu";"929878.1954648885";"2297416.000899625"
"0731784";"70184";"COUTHENANS";"0076";"GRANDE RUE";"HCT";"K00";"X0";"37";"BS7";;;;;;"Lambert II Etendu";"929864.0678345107";"2297466.6200962015"
"0905317";"70184";"COUTHENANS";"0030";"RUE CHEVRET";"HCT";"K00";"X0";"";"BS8";"TRM";;;;;"Lambert II Etendu";"930888.3179941478";"2296524.713706744"
"0731763";"70184";"COUTHENANS";"0028";"RUE CHATEAU D'EAU";"HCT";"K00";"X0";"";"MC8";"ANC";"TDL";;;;"Lambert II Etendu";"930011.8833936804";"2296787.4535608217"
"0731767";"70184";"COUTHENANS";"0030";"RUE CHEVRET";"HCT";"K00";"X0";"F16";"MH8";"TRM";"TRN";;;;"Lambert II Etendu";"930757.7736843817";"2296546.3514687405"
"0731820";"70184";"COUTHENANS";"0140";"RUE GISELE DECAMPS LAHEURTE";"HCT";"K00";"X0";"45";"MS8";;;;;;"Lambert II Etendu";"929238.6212088526";"2297261.705033378"
"0731765";"70184";"COUTHENANS";"0030";"RUE CHEVRET";"HCT";"K00";"X0";"F6";"MS8";"PCG";"TRN";;;;"Lambert II Etendu";"930681.4121411024";"2296580.306011834"
"0731766";"70184";"COUTHENANS";"0030";"RUE CHEVRET";"HCT";"K00";"X0";"F14";"MS8";"TRN";;;;;"Lambert II Etendu";"930719.8004797306";"2296560.7419688655"
"0731768";"70184";"COUTHENANS";"0043";"RUE CORNEES";"HCT";"K00";"X0";"3";"MS8";;;;;;"Lambert II Etendu";"930255.8927872838";"2296963.860988263"
"0731769";"70184";"COUTHENANS";"0140";"RUE GISELE DECAMPS LAHEURTE";"HCT";"K00";"X0";"41";"MS8";"TRN";;;;;"Lambert II Etendu";"929356.6231262601";"2297232.653897745"
"0731770";"70184";"COUTHENANS";"0140";"RUE GISELE DECAMPS LAHEURTE";"HCT";"K00";"X0";"45";"MS8";;;;;;"Lambert II Etendu";"929322.2423816219";"2297241.3145334474"
"0731771";"70184";"COUTHENANS";"0140";"RUE GISELE DECAMPS LAHEURTE";"HCT";"K00";"X0";"45";"MS8";;;;;;"Lambert II Etendu";"929295.9853045368";"2297248.387003121"
"0731772";"70184";"COUTHENANS";"0140";"RUE GISELE DECAMPS LAHEURTE";"HCT";"K00";"X0";"45";"MS8";;;;;;"Lambert II Etendu";"929272.9823675249";"2297255.64108542"
"0731773";"70184";"COUTHENANS";"0140";"RUE GISELE DECAMPS LAHEURTE";"HCT";"K00";"X0";"";"MS8";;;;;;"Lambert II Etendu";"929204.2098844782";"2297270.9213999757"
