"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0710950";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BC6";"TCR";;;;;"Lambert II Etendu";"854582.8684867645";"2258059.013902189"
"0710955";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BC7";"TRM";;;;;"Lambert II Etendu";"854598.6601306358";"2257867.19282965"
"0710960";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BC7";;;;;;"Lambert II Etendu";"854655.8848728057";"2257715.9064115793"
"0710961";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BC8";"PCP";"PRT";"TRM";"PMX";;"Lambert II Etendu";"854679.3302227955";"2257684.2718838933"
"0710943";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BH7";"TRM";"TDL";"PMX";;;"Lambert II Etendu";"854387.1415254287";"2258441.3755986616"
"0710971";"70494";"SORNAY";"B004";"BANNE HAM SORNAY";"MGY";"D00";"X0";"";"BS7";"PCG";"TRN";;;;"Lambert II Etendu";"854748.9171201311";"2257645.157307272"
"0710979";"70494";"SORNAY";"008T";"RUE LUMES";"MGY";"D00";"X0";"";"BH8";"PRT";"TRM";"PMX";;;"Lambert II Etendu";"854069.0446764196";"2258569.449736154"
"0710948";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BS7";"TCR";;;;;"Lambert II Etendu";"854570.7212472669";"2258127.481101756"
"0710972";"70494";"SORNAY";"B004";"BANNE HAM SORNAY";"MGY";"D00";"X0";"";"BS7";"TRM";"TRN";;;;"Lambert II Etendu";"854807.1254679363";"2257630.035090481"
"0710946";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BM7";"TCR";;;;;"Lambert II Etendu";"854531.0690133469";"2258198.66453351"
"0710949";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BM7";"TCR";;;;;"Lambert II Etendu";"854582.1889375368";"2258092.551344241"
"0710952";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BM6";;;;;;"Lambert II Etendu";"854570.2304974819";"2257979.8414323027"
"0710953";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BM6";;;;;;"Lambert II Etendu";"854575.146911524";"2257944.6310096844"
"0710959";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BM7";;;;;;"Lambert II Etendu";"854639.2028653678";"2257751.7252950775"
"0710976";"70494";"SORNAY";"010T";"PL EGLISE";"MGY";"D00";"X0";"";"BS7";;;;;;"Lambert II Etendu";"854209.3848339857";"2258719.9181171763"
"0710981";"70494";"SORNAY";"008T";"RUE LUMES";"MGY";"D00";"X0";"";"BS7";;;;;;"Lambert II Etendu";"853978.194547308";"2258592.6414586655"
"0710982";"70494";"SORNAY";"008T";"RUE LUMES";"MGY";"D00";"X0";"";"BS7";"PCG";"TCR";;;;"Lambert II Etendu";"853931.9140956155";"2258591.7761216606"
"0710983";"70494";"SORNAY";"008T";"RUE LUMES";"MGY";"D00";"X0";"";"BS7";"TRN";;;;;"Lambert II Etendu";"853887.5684049961";"2258601.749912036"
"0710944";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BS7";"TRM";;;;;"Lambert II Etendu";"854405.7614348948";"2258419.1769293766"
"0710945";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BS7";"PRT";"TCR";;;;"Lambert II Etendu";"854505.8748306725";"2258241.722613618"
"0710951";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BS6";"TCR";;;;;"Lambert II Etendu";"854576.8654162188";"2258016.47398582"
"0710954";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BS7";;;;;;"Lambert II Etendu";"854588.8686603";"2257904.2343219817"
"0710957";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BS6";;;;;;"Lambert II Etendu";"854609.5856347922";"2257830.1999419574"
"0710958";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BS6";;;;;;"Lambert II Etendu";"854626.3316530676";"2257789.9329140354"
"0710984";"70494";"SORNAY";"008T";"RUE LUMES";"MGY";"D00";"X0";"";"BS8";"TRN";;;;;"Lambert II Etendu";"853844.9836740039";"2258585.2799229445"
"0710977";"70494";"SORNAY";"007T";"RTE MONTAGNEY";"MGY";"D00";"X0";"";"BS8";"TRN";;;;;"Lambert II Etendu";"853761.3013082813";"2258777.540481761"
"0710980";"70494";"SORNAY";"008T";"RUE LUMES";"MGY";"D00";"X0";"";"BS7";"TCR";;;;;"Lambert II Etendu";"854030.3496661502";"2258588.9366085604"
"0710985";"70494";"SORNAY";"008T";"RUE LUMES";"MGY";"D00";"X0";"";"BS7";"PCG";"TRN";;;;"Lambert II Etendu";"853798.233066804";"2258571.784955309"
"0710970";"70494";"SORNAY";"B004";"BANNE HAM SORNAY";"MGY";"D00";"X0";"";"BS8";"TRN";;;;;"Lambert II Etendu";"854695.7849855815";"2257621.3675947865"
"0721470";"70494";"SORNAY";"011T";"RTE BANNE";"MGY";"D00";"X0";"";"BS8";"TRM";;;;;"Lambert II Etendu";"854599.0743511971";"2257851.6327364794"
