"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0741089";"70386";"LA NEUVELLE-LES-SCEY";"004T";"RUE ETANG";"SCE";"D00";"X0";"";"BC7";"PRT";"TDL";"PMX";;;"Lambert II Etendu";"869955.830699939";"2306739.0324655958"
"0741114";"70386";"LA NEUVELLE-LES-SCEY";"006T";"RUE CREUX";"SCE";"D00";"X0";"FACE 3";"BH8";"TRM";"TRN";;;;"Lambert II Etendu";"870059.74775471";"2305572.3285005353"
"0741106";"70386";"LA NEUVELLE-LES-SCEY";"004T";"RUE ETANG";"SCE";"D00";"X0";"";"BS7";;;;;;"Lambert II Etendu";"869733.582429088";"2306109.455667735"
"0741098";"70386";"LA NEUVELLE-LES-SCEY";"004T";"RUE ETANG";"SCE";"D00";"X0";"";"BS6";;;;;;"Lambert II Etendu";"869840.2855630764";"2306418.3820645926"
"0741100";"70386";"LA NEUVELLE-LES-SCEY";"004T";"RUE ETANG";"SCE";"D00";"X0";"";"BS7";;;;;;"Lambert II Etendu";"869818.3950664316";"2306338.5402120887"
"0741097";"70386";"LA NEUVELLE-LES-SCEY";"004T";"RUE ETANG";"SCE";"D00";"X0";"";"BS6";;;;;;"Lambert II Etendu";"869851.4868936926";"2306455.439432702"
"0741099";"70386";"LA NEUVELLE-LES-SCEY";"004T";"RUE ETANG";"SCE";"D00";"X0";"";"BS6";;;;;;"Lambert II Etendu";"869833.2015427054";"2306378.9161426215"
"0741102";"70386";"LA NEUVELLE-LES-SCEY";"004T";"RUE ETANG";"SCE";"D00";"X0";"";"BS6";"TCR";;;;;"Lambert II Etendu";"869788.8830306701";"2306266.5118692946"
"0741103";"70386";"LA NEUVELLE-LES-SCEY";"004T";"RUE ETANG";"SCE";"D00";"X0";"";"BS7";;;;;;"Lambert II Etendu";"869759.7471118999";"2306235.4975524694"
"0741104";"70386";"LA NEUVELLE-LES-SCEY";"004T";"RUE ETANG";"SCE";"D00";"X0";"";"BS7";;;;;;"Lambert II Etendu";"869748.9873850264";"2306196.9766920027"
