"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0726503";"70317";"LES MAGNY";"008T";"GRANDE. RUE";"VSX";"ZD0";"X0";"";"BC6";"PRT";;;;;"Lambert II Etendu";"909486.7160535482";"2288973.766827776"
"0726492";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BC6";"ANC";"TCR";;;;"Lambert II Etendu";"908092.6990395887";"2289538.8726688568"
"0726487";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BC7";;;;;;"Lambert II Etendu";"907878.297344801";"2289640.7014734554"
"0726488";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BC7";;;;;;"Lambert II Etendu";"907926.3613719563";"2289629.8454733086"
"0726489";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BC7";;;;;;"Lambert II Etendu";"907968.4971274699";"2289614.598923288"
"0726491";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BC7";"TCR";;;;;"Lambert II Etendu";"908048.1618578753";"2289564.012879745"
"0726520";"70317";"LES MAGNY";"010T";"FERME RULLET";"VSX";"ZD0";"X0";"";"BM8";"PCH";"PRT";"TRM";"PMX";;"Lambert II Etendu";"907253.2251867496";"2288827.024046436"
"0726540";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BM8";"TRM";"TDL";;;;"Lambert II Etendu";"907268.0197903235";"2287918.4277412286"
"0726517";"70317";"LES MAGNY";"010T";"FERME RULLET";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907252.2358697564";"2288933.1056435737"
"0726518";"70317";"LES MAGNY";"010T";"FERME RULLET";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907251.4498793306";"2288892.615495082"
"0726532";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907263.0769410465";"2288514.1470273384"
"0726534";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS6";"PRT";;;;;"Lambert II Etendu";"907266.0840244697";"2288432.10600894"
"0726536";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907266.8265303576";"2288359.7813116494"
"0726514";"70317";"LES MAGNY";"010T";"FERME RULLET";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907246.2818717889";"2289042.8257579957"
"0726515";"70317";"LES MAGNY";"010T";"FERME RULLET";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907248.6974296729";"2289008.439494191"
"0726516";"70317";"LES MAGNY";"010T";"FERME RULLET";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907248.3169298358";"2288972.2379956427"
"0726484";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907732.4669973673";"2289651.6628405717"
"0726485";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907784.3576897861";"2289644.530342007"
"0726494";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"908185.7931333556";"2289519.975026365"
"0726533";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907258.1354637838";"2288476.2241958175"
"0726529";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907252.2457936883";"2288633.076416303"
"0726539";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";"TDL";;;;;"Lambert II Etendu";"907266.4920651729";"2288238.045222636"
"0726483";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BS7";"PRT";;;;;"Lambert II Etendu";"907687.5651170597";"2289654.8919420787"
"0726545";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907285.23056948";"2287500.172803139"
"0726526";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907251.9132896259";"2288745.8717612834"
"0726527";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907254.0874533488";"2288708.8753288826"
"0726528";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907254.7954116571";"2288666.2362918667"
"0726530";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907257.2344722132";"2288590.288760486"
"0726535";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907266.0994458015";"2288402.79040043"
"0726537";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907262.9937185504";"2288322.2872139574"
"0726538";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"907266.5947216525";"2288284.437252913"
"0726541";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";"PMX";;;;;"Lambert II Etendu";"907273.869426973";"2287689.767397267"
"0726542";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907276.9288237807";"2287640.571045671"
"0726543";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907276.8449408988";"2287593.809015011"
"0726544";"70317";"LES MAGNY";"001T";"RUE VILLERSEXEL";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907277.4654573866";"2287550.4234286845"
"0726481";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907592.5843814283";"2289649.7633233303"
"0726482";"70317";"LES MAGNY";"004T";"RUE AUTREY LE VAY";"VSX";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"907637.8527604683";"2289651.5623836135"
