"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0726106";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"197";;;;;;"Lambert II Etendu";"908027.1735014234";"2302902.401980091"
"0726111";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"197";"TCR";;;;;"Lambert II Etendu";"907805.3316101301";"2303016.25811194"
"0726131";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BC6";;;;;;"Lambert II Etendu";"907258.1874796653";"2303461.644376624"
"0726138";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BC6";"PCG";"PRT";;;;"Lambert II Etendu";"907272.6705708259";"2303672.080231399"
"0726125";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BC6";;;;;;"Lambert II Etendu";"907304.3526940986";"2303311.8917941498"
"0726134";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BC6";;;;;;"Lambert II Etendu";"907268.6765164486";"2303556.2690725923"
"0726135";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BC6";;;;;;"Lambert II Etendu";"907281.2634934627";"2303569.7284556194"
"0726074";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BH6";"TCR";;;;;"Lambert II Etendu";"909662.1532447191";"2301678.881468573"
"0726081";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BH6";;;;;;"Lambert II Etendu";"909887.6387135491";"2301552.293327988"
"0726082";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BH6";;;;;;"Lambert II Etendu";"909917.6551579479";"2301534.7573398324"
"0726089";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BH7";;;;;;"Lambert II Etendu";"910123.3330104434";"2301341.4484104943"
"0726128";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BH6";"TCR";;;;;"Lambert II Etendu";"907226.9435739461";"2303365.938504732"
"0726069";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BH7";"TCR";;;;;"Lambert II Etendu";"909520.8340126796";"2301807.666607038"
"0726079";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BH7";"TCR";;;;;"Lambert II Etendu";"909810.4298525188";"2301594.4428171692"
"0726127";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BH7";"TCR";;;;;"Lambert II Etendu";"907223.541407228";"2303347.0198748144"
"0726068";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BH7";"TCR";;;;;"Lambert II Etendu";"909489.5415878061";"2301823.2819456286"
"0726114";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BH7";"TCR";;;;;"Lambert II Etendu";"907713.5129654681";"2303084.3915180177"
"0726062";"70581";"VY LES-LURE";"012T";"RUE CORNE D'AMONT";"AYN";"A00";"X0";"";"BS8";"ANC";"PRT";"TRM";;;"Lambert II Etendu";"909216.1694796111";"2301902.0973196863"
"0726099";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BH8";"TRM";"TRN";;;;"Lambert II Etendu";"908238.9244868039";"2302689.123195382"
"0726126";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BH8";"TCR";;;;;"Lambert II Etendu";"907258.8108494438";"2303331.785923538"
"0726076";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM6";;;;;;"Lambert II Etendu";"909718.9711698208";"2301623.7836436713"
"0726077";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM6";;;;;;"Lambert II Etendu";"909750.0261100396";"2301605.5591223403"
"0726078";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM6";;;;;;"Lambert II Etendu";"909779.3544115119";"2301596.336580303"
"0726091";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM7";;;;;;"Lambert II Etendu";"910177.2207227657";"2301275.4380805357"
"0726096";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM7";"PCG";"HAU";;;;"Lambert II Etendu";"910335.7375167375";"2301151.654476487"
"0726064";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM7";"PRT";;;;;"Lambert II Etendu";"909282.596563184";"2301878.8590020407"
"0726067";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM7";;;;;;"Lambert II Etendu";"909449.5608793448";"2301841.967322648"
"0726071";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM7";;;;;;"Lambert II Etendu";"909572.2025099441";"2301736.8799973237"
"0726072";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM6";;;;;;"Lambert II Etendu";"909594.4462419496";"2301714.481103518"
"0726093";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BM7";;;;;;"Lambert II Etendu";"910245.5649461423";"2301218.3531126347"
"0726105";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BM7";;;;;;"Lambert II Etendu";"908050.2534483976";"2302880.598042438"
"0726113";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BM7";;;;;;"Lambert II Etendu";"907745.3901133636";"2303069.354469352"
"0726116";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BM7";;;;;;"Lambert II Etendu";"907635.0259914414";"2303156.5617103977"
"0726100";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BM8";"TRM";"TRN";;;;"Lambert II Etendu";"908216.8434590744";"2302710.9786526114"
"0726075";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BH6";;;;;;"Lambert II Etendu";"909689.4364174071";"2301660.829783711"
"0726085";"70581";"VY LES-LURE";"011T";"LDT LE MOULIN";"AYN";"A00";"X0";"";"BSC";;;;;;"Lambert II Etendu";"910006.3588087845";"2301464.822321532"
"0726103";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BS6";;;;;;"Lambert II Etendu";"908120.6976242997";"2302811.352898486"
"0726104";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BS6";;;;;;"Lambert II Etendu";"908083.3016823177";"2302845.583482662"
"0726122";"70581";"VY LES-LURE";"020T";"RUE NEUVE";"AYN";"A00";"X0";"";"BS6";"TCR";;;;;"Lambert II Etendu";"907415.4051958171";"2303261.826323264"
