"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0711008";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BC6";"TCR";;;;;"Lambert II Etendu";"851509.374678089";"2260021.0897563957"
"0711014";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BC6";"TCR";;;;;"Lambert II Etendu";"851586.8926922916";"2260252.2875846284"
"0711015";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BC6";"TCR";;;;;"Lambert II Etendu";"851609.307965926";"2260289.028439615"
"0711002";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"851544.3137841534";"2259785.9381101215"
"0711004";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BM6";;;;;;"Lambert II Etendu";"851526.1456221851";"2259872.3291409123"
"0711005";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"851518.5565804696";"2259911.508132521"
"0711016";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"851633.5179219369";"2260328.0707975067"
"0710998";"70353";"MONTAGNEY";"021T";"RTE SORNAY";"MGY";"ZD0";"X0";"";"BS7";"TRN";;;;;"Lambert II Etendu";"851637.5788328707";"2258995.987917178"
"0711003";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"851532.5290440012";"2259825.866660122"
"0711010";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"851536.1357379225";"2260098.256383681"
"0711011";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BS6";;;;;;"Lambert II Etendu";"851545.8641588212";"2260139.6522693885"
"0711006";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BS7";"TCR";;;;;"Lambert II Etendu";"851512.1878940086";"2259951.666040874"
"0711009";"70353";"MONTAGNEY";"022T";"RUE DE MOTEY BESUCHE";"MGY";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"851521.866389511";"2260062.788023678"
"0710997";"70353";"MONTAGNEY";"021T";"RTE SORNAY";"MGY";"ZD0";"X0";"";"BS7";"PCG";"PRT";"TRN";;;"Lambert II Etendu";"851659.8076438087";"2258971.7086110217"
"0711023";"70353";"MONTAGNEY";"015T";"RTE CHAUMERCENNE";"MGY";"ZD0";"X0";"";"BS7";"TRM";"TRN";;;;"Lambert II Etendu";"851090.7086411262";"2259693.4967660066"
