"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0734526";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"197";;;;;;"Lambert II Etendu";"874558.8599754137";"2271216.7300124913"
"0734527";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"197";;;;;;"Lambert II Etendu";"874525.359994516";"2271221.869990961"
"0734539";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BC8";"ANC";;;;;"Lambert II Etendu";"874087.9500229455";"2271142.9699833128"
"0734529";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BH7";"EPA";"HAU";"TCR";;;"Lambert II Etendu";"874479.8200233965";"2271193.430011819"
"0734530";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BH8";"TCR";;;;;"Lambert II Etendu";"874438.2799945576";"2271181.430001636"
"0734525";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BM7";;;;;;"Lambert II Etendu";"874593.9299756142";"2271204.840014501"
"0734528";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BM7";;;;;;"Lambert II Etendu";"874500.3499859713";"2271209.370007973"
"0734533";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BM7";;;;;;"Lambert II Etendu";"874323.3300125222";"2271179.680032245"
"0734520";"70145";"CHAUX-LA-LOTIERE";"012T";"RUE COTES";"BLT";"A00";"X0";;"BS7";"PRT";;;;;"Lambert II Etendu";"874850.0400208058";"2271106.330000158"
"0734521";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";"5";"BS7";;;;;;"Lambert II Etendu";"874828.1599802454";"2271078.4099790407"
"0734522";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";"13";"BS7";"PRT";;;;;"Lambert II Etendu";"874691.889999405";"2271150.710001097"
"0734523";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BS7";;;;;;"Lambert II Etendu";"874661.4599979739";"2271169.199989301"
"0734524";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BS7";;;;;;"Lambert II Etendu";"874628.4099739613";"2271191.5799873867"
"0734531";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BS7";;;;;;"Lambert II Etendu";"874402.6300079396";"2271181.499984042"
"0734532";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BS7";;;;;;"Lambert II Etendu";"874361.1999730292";"2271183.8600387815"
"0734534";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BS7";;;;;;"Lambert II Etendu";"874285.2399844117";"2271172.6900218977"
"0734535";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BS7";"EPA";;;;;"Lambert II Etendu";"874246.130015169";"2271160.4900255664"
"0734536";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BS7";"EPA";;;;;"Lambert II Etendu";"874204.4399964954";"2271160.0899974857"
"0734538";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BS7";;;;;;"Lambert II Etendu";"874123.2300060743";"2271153.5299917175"
"0734542";"70145";"CHAUX-LA-LOTIERE";"002T";"HAM ROCHEFORT";"BLT";"A00";"X0";;"BS7";;;;;;"Lambert II Etendu";"874078.2099966841";"2271514.6500251433"
"0734544";"70145";"CHAUX-LA-LOTIERE";"002T";"HAM ROCHEFORT";"BLT";"A00";"X0";;"BS7";"TCR";"TRN";;;;"Lambert II Etendu";"874048.0599912051";"2271618.9700073614"
"0734541";"70145";"CHAUX-LA-LOTIERE";"002T";"HAM ROCHEFORT";"BLT";"A00";"X0";;"BS7";"SPC";"PRT";;;;"Lambert II Etendu";"874094.6500135834";"2271471.99003565"
"0734537";"70145";"CHAUX-LA-LOTIERE";"003T";"RUE BONNEVENT";"BLT";"A00";"X0";;"BS7";"EPA";;;;;"Lambert II Etendu";"874161.249983916";"2271159.370037352"
"0734543";"70145";"CHAUX-LA-LOTIERE";"002T";"HAM ROCHEFORT";"BLT";"A00";"X0";;"BS8";;;;;;"Lambert II Etendu";"874069.0099882752";"2271547.0600349265"
"0734545";"70145";"CHAUX-LA-LOTIERE";"010T";"RUE BOULOT";"BLT";"A00";"X0";;"BS8";"TRM";;;;;"Lambert II Etendu";"874576.9200273841";"2269177.6300119483"
"0734540";"70145";"CHAUX-LA-LOTIERE";"002T";"HAM ROCHEFORT";"BLT";"A00";"X0";;"EDF";"TCR";;;;;"Lambert II Etendu";"874114.2799917054";"2271398.66998364"
