"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0726649";"70553";"VILLARGENT";"004T";"RUE PRINCIPALE";"VSX";"A00";"X0";"";"BH8";;;;;;"Lambert II Etendu";"912161.2323727934";"2290825.579491532"
"0726646";"70553";"VILLARGENT";"006T";"RUE CRAY";"VSX";"A00";"X0";"";"BH8";"TDL";;;;;"Lambert II Etendu";"911900.9331308655";"2290922.613709451"
"0726652";"70553";"VILLARGENT";"004T";"RUE PRINCIPALE";"VSX";"A00";"X0";"14";"BS8";"PRT";"TRN";;;;"Lambert II Etendu";"912192.6033967873";"2290474.308079357"
"0726653";"70553";"VILLARGENT";"004T";"RUE PRINCIPALE";"VSX";"A00";"X0";"";"BS8";"PRT";"TRN";;;;"Lambert II Etendu";"912243.0018562733";"2290374.1721171536"
"0726651";"70553";"VILLARGENT";"004T";"RUE PRINCIPALE";"VSX";"A00";"X0";"4";"MC8";"PCH";"PRT";"TRM";"TRN";"PMX";"Lambert II Etendu";"912179.5090571395";"2290743.6010728544"
"0726648";"70553";"VILLARGENT";"004T";"RUE PRINCIPALE";"VSX";"A00";"X0";"";"MC8";"PCG";"TRM";"TRN";;;"Lambert II Etendu";"912136.2158996167";"2290859.1428477005"
"0702591";"70553";"VILLARGENT";"001T";"PL MAIRIE";"GYY";"B00";"X0";"";"MS8";"PRT";"TRM";"PMX";;;"Lambert II Etendu";"863608.8047001164";"2275749.973318567"
"0726647";"70553";"VILLARGENT";"004T";"RUE PRINCIPALE";"VSX";"A00";"X0";"10";"MS8";"TRM";"TRN";;;;"Lambert II Etendu";"912106.7548702748";"2290881.7093026126"
"0726650";"70553";"VILLARGENT";"004T";"RUE PRINCIPALE";"VSX";"A00";"X0";"";"MS8";;;;;;"Lambert II Etendu";"912172.4802131385";"2290786.2789288936"
"0726654";"70553";"VILLARGENT";"005T";"RUE CHARMEY";"VSX";"A00";"X0";"";"MS8";"TRM";"TRN";;;;"Lambert II Etendu";"912293.8725636248";"2290776.3631168613"
