"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0741219";"70138";"CHASSEY-LES-SCEY";"0016";"RUE DE L INDUSTRIE";"SCE";"ZD0";"X0";"";"BS8";;;;;;"Lambert II Etendu";"873657.2228534826";"2301197.9354503695"
"0741222";"70138";"CHASSEY-LES-SCEY";"0016";"RUE DE L INDUSTRIE";"SCE";"ZD0";"X0";"";"BC7";"PRT";"TDL";"PMX";;;"Lambert II Etendu";"873587.1416773333";"2301187.4501975593"
"0741220";"70138";"CHASSEY-LES-SCEY";"0016";"RUE DE L INDUSTRIE";"SCE";"ZD0";"X0";"";"BS8";;;;;;"Lambert II Etendu";"873658.4564062348";"2301198.363684565"
"0741221";"70138";"CHASSEY-LES-SCEY";"0016";"RUE DE L INDUSTRIE";"SCE";"ZD0";"X0";"";"BS8";;;;;;"Lambert II Etendu";"873616.184373911";"2301188.2406460545"
