"num_appui";"code_commune";"libelle_commune";"code_voie";"libelle_voie";"code_centre";"code_zone";"code_entite";"num_voie";"type_appui";"caract1";"caract2";"caract3";"caract4";"caract5";"type_projection";"coord_x";"coord_y"
"0738252";"70171";"CORBENAY";"004T";"RUE PINEDE";"SLP";"ZD0";"X0";"";"BC7";"ANC";"TDL";"PMX";;;"Lambert II Etendu";"895931.6969214978";"2327886.1651211223"
"0738184";"70171";"CORBENAY";"023T";"RUE NOUE AUBAIN";"SLP";"C00";"X0";"";"BH7";"PRT";"PMX";;;;"Lambert II Etendu";"898683.5455008126";"2328400.139748661"
"0738208";"70171";"CORBENAY";"022T";"RUE FECULERIE";"SLP";"C00";"X0";"";"BH6";"TCR";;;;;"Lambert II Etendu";"897800.1290130585";"2328446.1994486204"
"0738180";"70171";"CORBENAY";"023T";"RUE NOUE AUBAIN";"SLP";"C00";"X0";"";"BH8";"TCR";;;;;"Lambert II Etendu";"898648.2216769325";"2328567.023677927"
"0738172";"70171";"CORBENAY";"013T";"RUE BESSE";"SLP";"C00";"X0";"";"BH8";"TRM";"REC";;;;"Lambert II Etendu";"898945.2546497529";"2328658.2209352585"
"0738250";"70171";"CORBENAY";"004T";"RUE PINEDE";"SLP";"ZD0";"X0";"";"BH7";"TCR";;;;;"Lambert II Etendu";"895873.2541466821";"2327847.0357488273"
"0738247";"70171";"CORBENAY";"004T";"RUE PINEDE";"SLP";"ZD0";"X0";"";"BH7";"TRM";"TDL";"PMX";"REC";;"Lambert II Etendu";"895847.5569371255";"2327732.7338358434"
"0738179";"70171";"CORBENAY";"023T";"RUE NOUE AUBAIN";"SLP";"C00";"X0";"";"BM8";"TRM";;;;;"Lambert II Etendu";"898621.2742682219";"2328598.6841691155"
"0738201";"70171";"CORBENAY";"018T";"AV FOUGEROLLES";"SLP";"C00";"X0";"6";"BR7";"TRN";;;;;"Lambert II Etendu";"898820.7962016647";"2328928.3818512475"
"0738210";"70171";"CORBENAY";"022T";"RUE FECULERIE";"SLP";"C00";"X0";"";"BS6";;;;;;"Lambert II Etendu";"897818.271092834";"2328366.5839937306"
"0738334";"70171";"CORBENAY";"002T";"RUE BALLASTIERES";"SLP";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"896002.1156966318";"2328130.9453631183"
"0738341";"70171";"CORBENAY";"002T";"RUE BALLASTIERES";"SLP";"ZD0";"X0";"";"BS7";;;;;;"Lambert II Etendu";"896142.6625783062";"2328155.6599238343"
"0738173";"70171";"CORBENAY";"013T";"RUE BESSE";"SLP";"C00";"X0";"";"BS7";;;;;;"Lambert II Etendu";"898950.4266877596";"2328613.0201473874"
"0738182";"70171";"CORBENAY";"023T";"RUE NOUE AUBAIN";"SLP";"C00";"X0";"";"BS8";;;;;;"Lambert II Etendu";"898664.9178652163";"2328496.42948241"
