id;id_opp;nom;com_dep;emprise;travaux;prev_starr;cables;typ_cable;prog_dsp;debut_trvx;moa;nb_suf;longueur;nb_chb_exists;nb_chb_a_creer;nb_chb_desserte;nb_chb_transport;nb_chb_indef
1;OPP_3-XX_LT_26168_LLCH_001;Refection de la canalisation AEP des Correardes;LUS-LA-CROIX-HAUTE;Mairie- Le Village;Eau potable;GC a creer;1 X 720;X Cables >720;2016;Hiver 2018;Commune de Lus La Croix Haute;3;688;0;3;0;3;0
