id;id_opp;nom;com_dep;emprise;travaux;prev_starr;cables;typ_cable;prog_dsp;debut_trvx;moa;nb_suf;longueur;nb_chb_exists;nb_chb_a_creer;nb_chb_desserte;nb_chb_transport;nb_chb_indef
1;OPP_4-36_LT_26146_GGAN_001;COO_2018_Chamaret_TravauxReseauxHydroliques_RefectionVoirie;CHAMARET;Centre bourg;Assainissement;Conduite FT;1 X 720;X Cables >720;2019;Automne 2017;Commune de Chamaret;46;238;0;6;2;0;4
