;N070RIO_S02B;AD700100202787;12;;Rue des Echelottes;;Voray-sur-l'Ognon;70190;70575;927614.316832917;6698000.63838619;0064;ADRNIVX_0000000278296563;;;2018700575000ZA0251;927613.774267453;6697995.95788434;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A08000093EC37A2FC4E2C41C451DB28048D5941;
;N070RIO_S02B;AD700100202788;14;;Rue des Echelottes;;Voray-sur-l'Ognon;70190;70575;927593.904642141;6697977.38399164;0064;ADRNIVX_0000000278296564;;;2018700575000ZA0250;927593.211787115;6697977.91954703;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A08000037412DCFD34E2C41AB519358FE8C5941;
58535;N070RIO_S02B;AD700100202789;16;;Rue des Echelottes;;Voray-sur-l'Ognon;70190;70575;927571.579101562;6697959.33892822;0064;ADRNIVX_0000000278296565;;;2018700575000ZA0249;927573.159013466;6697959.57308416;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A08000000008028A74E2C410000B1D5F98C5941;
58312;N070RIO_S02B;AD700100202790;18;;Rue des Echelottes;;Voray-sur-l'Ognon;70190;70575;927551.362670898;6697946.41351318;0064;ADRNIVX_0000000278296566;;;2018700575000ZA0248;927553.093746991;6697942.04640475;;;;;1;0;1;0;1;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;E;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A0800000000B0B97E4E2C410000779AF68C5941;
;N070RIO_S02B;AD700100202791;10;;Rue des Echelottes;;Voray-sur-l'Ognon;70190;70575;927628.011087488;6697969.89090895;0064;ADRNIVX_0000000278296562;;;2018700575000ZA0252;927630.815609311;6697969.70737573;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A0800005F42AD05184F2C41F8A60479FC8C5941;
58542;N070RIO_S02B;AD700100202792;8;;Rue des Echelottes;;Voray-sur-l'Ognon;70190;70575;927651.0625;6697938.15209961;0064;ADRNIVX_0000000278296560;;;2018700575000ZA0253;927652.925749092;6697935.97119434;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A08000000000020464F2C410000BC89F48C5941;
;N070RIO_S02B;AD700100202794;12;;Rue des Chioz;;Voray-sur-l'Ognon;70190;70575;927722.320576516;6697941.210489;0060;ADRNIVX_0000000278296453;;;2018700575000ZA0273;927724.255148664;6697937.9041812;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000E59A22A4D44F2C41D9A6784DF58C5941;
;N070RIO_S02B;AD700100202795;2;;Résidence du Gros Chêne;;Voray-sur-l'Ognon;70190;70575;927846.602396302;6697988.49442459;A001;ADRNIVX_0000000278296509;;;2018700575000ZA0292;927838.58323832;6697983.70560515;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000C4496D34CD502C410CA7A41F018D5941;
58302;N070RIO_S02B;AD700100202796;4;;Résidence du Gros Chêne;;Voray-sur-l'Ognon;70190;70575;927839.657104492;6697979.8494873;A001;ADRNIVX_0000000278296511;;;2018700575000ZA0292;927838.58323832;6697983.70560515;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A08000000007050BF502C4100005EF6FE8C5941;
;N070RIO_S02B;AD700100202797;6;;Résidence du Gros Chêne;;Voray-sur-l'Ognon;70190;70575;927833.683288216;6697970.66605543;A001;ADRNIVX_0000000278296513;;;2018700575000ZA0292;927838.58323832;6697983.70560515;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000FFF3D75DB3502C41F9A6A0AAFC8C5941;
;N070RIO_S02B;AD700100202798;17;;Résidence du Gros Chêne;;Voray-sur-l'Ognon;70190;70575;927802.935810972;6697960.58915113;A001;ADRNIVX_0000000278296519;;;2018700575000ZA0293;927831.511223098;6697942.41758907;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A0800009F9D22DF75502C41EEA6B425FA8C5941;
;N070RIO_S02B;AD700100202799;15;;Résidence du Gros Chêne;;Voray-sur-l'Ognon;70190;70575;927810.481289311;6697953.72409837;A001;ADRNIVX_0000000278296518;;;2018700575000ZA0293;927831.511223098;6697942.41758907;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000748D6BF684502C41B1A0576EF88C5941;
;N070RIO_S02B;AD700100202800;13;;Résidence du Gros Chêne;;Voray-sur-l'Ognon;70190;70575;927816.576228353;6697944.76654726;A001;ADRNIVX_0000000278296517;;;2018700575000ZA0293;927831.511223098;6697942.41758907;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A0800001367072791502C413A1C0F31F68C5941;
;N070RIO_S02B;AD700100202802;5;;Résidence du Gros Chêne;;Voray-sur-l'Ognon;70190;70575;927845.310485494;6697954.90474357;A001;ADRNIVX_0000000278296512;;;2018700575000ZA0293;927831.511223098;6697942.41758907;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A08000063F4F79ECA502C419251E7B9F88C5941;
;N070RIO_S02B;AD700100202803;3;;Résidence du Gros Chêne;;Voray-sur-l'Ognon;70190;70575;927852.557677665;6697957.05453505;A001;ADRNIVX_0000000278296510;;;2018700575000ZA0293;927831.511223098;6697942.41758907;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A08000047ED871DD9502C4190807D43F98C5941;
;N070RIO_S02B;AD700100202804;1;;Résidence du Gros Chêne;;Voray-sur-l'Ognon;70190;70575;927859.521504388;6697965.24003004;A001;ADRNIVX_0000000278296508;;;2018700575000ZA0293;927831.511223098;6697942.41758907;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000899F020BE7502C41F3A65C4FFB8C5941;
