nom_id;nom_sro;ad_code;ad_numero;ad_rep;ad_nomvoie;ad_nom_ld;ad_commune;ad_postal;ad_insee;x;y;ad_fantoir;ad_ban_id;ad_x_ban;ad_y_ban;ad_idpar;ad_x_parc;ad_y_parc;ad_nombat;ad_rivoli;ad_hexacle;ad_hexaclv;ad_nblhab;ad_nblpro;ad_nbprhab;ad_nbprpro;nb_prises_totale;potentiel_ftte;ad_comment;ad_racc;ad_itypeim;ad_imneuf;ad_idatimn;ad_prop;ad_gest;ad_idatsgn;ad_iaccgst;ad_isole;statut;cas_particuliers;ad_creadat;ad_majdate;ad_majsrc;ad_abddate;ad_abdsrc;nom_pro;typologie_pro;ad_typzone;ad_geolqlt;ad_geolsrc;geom
1794;N070GAY_S01C;AD700BC0044762;2;;Rue Quenot;;Arc-lès-Gray;70100;70026;893791.351190476;6709019.02083333;0300;ADRNIVX_0000000278282724;893793.220122735;6709011.01074824;2018700026000AL0100;893782.17835673;6709026.0393714;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000F03CCFB3BE462B41575555C1C6975941
1823;N070GAY_S01C;AD700BC0044763;1;;RUE TRAVERSE;;Arc-lès-Gray;70100;70026;893827.31547619;6709005.44940476;;ADRNIVX_0000000278282730;893833.477281805;6709015.65726004;2018700026000AL0122;893824.456888457;6709016.01513005;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800005E1886A106472B41330CC35CC3975941
1166;N070GAY_S01C;AD700BC0044764;104;;Rue de Dijon;;Arc-lès-Gray;70100;70026;893831.839285714;6708995.04464286;0080;ADRNIVX_0000000278282670;893837.206085147;6708982.21212343;2018700026000AL0121;893833.134909915;6708993.90801195;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800006ADBB6AD0F472B41B86DDBC2C0975941
1805;N070GAY_S01C;AD700BC0044765;3;;Rue Ernest Faivre;;Arc-lès-Gray;70100;70026;893780.889880952;6709058.54761905;0120;ADRNIVX_0000000278282713;893802.502116225;6709056.99505123;2018700026000AL0099;893783.437770701;6709059.85976722;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000E3799EC7A9462B41C3300CA3D0975941
1793;N070GAY_S01C;AD700BC0044766;4;;Rue Quenot;;Arc-lès-Gray;70100;70026;893763.586309524;6708998.1547619;0300;ADRNIVX_0000000278282726;893767.398005256;6708991.38529321;2018700026000AL0101;893757.04410579;6709009.08836105;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800000AC3302C87462B417A9EE789C1975941
2152;N070GAY_S01D;AD700BD0044767;16;;Chemin d'Autrey;;Arc-lès-Gray;70100;70026;893890.620535714;6709747.1421131;0025;ADRNIVX_0000000278281322;893890.677620556;6709730.6486275;2018700026000AM0139;893884.549139483;6709752.62327648;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000069DBB63D85472B41876118C97C985941
1401;N070GAY_S01D;AD700BD0044768;17;;Chemin d'Autrey;;Arc-lès-Gray;70100;70026;893898.876488095;6709715.47544643;0025;ADRNIVX_0000000278281323;893905.334387019;6709725.01343283;2018700026000ZA0083;893887.43249985;6709682.87155701;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800002C0CC3C095472B41DCB66DDE74985941
2313;N070GAY_S01D;AD700BD0044769;19;;Chemin d'Autrey;;Arc-lès-Gray;70100;70026;893869.697916666;6709705.63616071;0025;ADRNIVX_0000000278281325;893393.908489558;6709571.20036945;2018700026000ZA0082;893584.07036439;6709595.85633248;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000515555655B472B416EDBB66872985941
2500;N070GAY_S01D;AD700BD0044770;18;;Chemin d'Autrey;;Arc-lès-Gray;70100;70026;893832.715773809;6709732.21354167;0025;ADRNIVX_0000000278281324;893833.428462401;6709715.55540461;2018700026000AM0019;893849.670583504;6709771.5118407;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800009AE7796E11472B41ABAAAA0D79985941
2514;N070GAY_S01D;AD700BD0044771;66;;Rue Roger Salengro;;Arc-lès-Gray;70100;70026;894193.944203845;6710112.47417898;0340;ADRNIVX_0000000278280428;894209.9885326;6710111.41689313;2018700026000AN0158;894189.47319252;6710104.31170298;;;;;1;0;1;0;1;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000B2AF6EE3E3492B41C9F2581ED8985941
2159;N070GAY_S01D;AD700BD0044772;64;;Rue Roger Salengro;;Arc-lès-Gray;70100;70026;894199.825156225;6710018.7182266;0340;ADRNIVX_0000000278281301;894220.832516717;6710030.96602092;2018700026000AN0047;894195.148025878;6710034.66032862;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000075E07AA6EF492B41B06CF7ADC0985941
2169;N070GAY_S01D;AD700BD0044773;26;;FG  ROCH;;Arc-lès-Gray;70100;70026;894144.747775273;6710080.92060755;;;;;2018700026000AN0125;894154.603163186;6710083.81097632;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-14 00:00:00;;;;;;;;;;01010000206A0800008E66DC7E81492B41ED3BEB3AD0985941
1626;N070GAY_S01D;AD700BD0044774;26;;FG  ROCH;;Arc-lès-Gray;70100;70026;894155.378727654;6710062.82536945;;;;;2018700026000AN0147;894164.179876098;6710063.67142838;;;;;1;0;1;0;1;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-14 00:00:00;;;;;;;;;;01010000206A0800005197E8C196492B4167DAD2B4CB985941
1160;N070GAY_S01D;AD700BD0044775;26;BIS;Faubourg Roch;;Arc-lès-Gray;70100;70026;894156.848965749;6710037.49203612;0330;ADRNIVX_0000000278280066;894136.678562551;6710062.00679312;2018700026000AN0148;894161.818153992;6710042.62746781;;;;;1;0;1;0;1;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000081A3ABB299492B4111857D5FC5985941
2170;N070GAY_S01D;AD700BD0044776;26;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894141.807299083;6709993.83727421;0330;ADRNIVX_0000000278281261;894101.995278692;6709960.72951669;2018700026000AN0150;894143.250341124;6709998.88715691;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800002C4E569D7B492B4196E69575BA985941
1397;N070GAY_S01D;AD700BD0044777;34;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894006.884680035;6710076.39679802;0330;ADRNIVX_0000000278281348;893997.536092212;6710055.01981452;2018700026000ZC0073;894010.002599273;6710066.73635823;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000016C8F4C46D482B418B236519CF985941
2173;N070GAY_S01D;AD700BD0044778;32;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894078.134680035;6710041.33727422;0330;ADRNIVX_0000000278281346;894052.534336601;6710005.01937038;2018700026000AN0112;894085.536829886;6710049.63489063;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000016C8F444FC482B4197E69555C6985941
2498;N070GAY_S01D;AD700BD0044779;36;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894060.03944194;6710042.92060755;0330;ADRNIVX_0000000278281349;894029.30604422;6710028.49167641;2018700026000AN0111;894080.279258361;6710061.84191885;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000E5BB3114D8482B41EC3BEBBAC6985941
1657;N070GAY_S01D;AD700BD0044780;24;BIS;Faubourg Roch;;Arc-lès-Gray;70100;70026;894146.896584797;6709971.78370279;0330;ADRNIVX_0000000278281259;894113.027393104;6709952.97583582;2018700026000AN0049;894151.276434117;6709978.69638805;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800009A290DCB85492B41BB2F28F2B4985941
1358;N070GAY_S01D;AD700BD0044781;30;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894077.003727654;6710013.9682266;0330;ADRNIVX_0000000278281344;894066.492005341;6709997.69453688;2018700026000AN0134;894077.860241618;6710011.63900039;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800005397E801FA482B41AF6CF77DBF985941
2277;N070GAY_S01D;AD700BD0044782;28;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894109.575156226;6710023.4682266;0330;ADRNIVX_0000000278281341;894074.302362591;6709984.7227945;2018700026000AN0137;894098.479604513;6710010.91919337;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000077E07A263B492B41AF6CF7DDC1985941
2184;N070GAY_S01D;AD700BD0044783;24;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894146.444203845;6709943.6229885;0330;ADRNIVX_0000000278281258;894138.190615691;6709934.90215508;2018700026000AN0050;894144.319325209;6709946.59359004;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000B3AF6EE384492B412A0BDFE7AD985941
1520;N070GAY_S01D;AD700BD0044784;33;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894017.968013368;6710002.65870279;0330;ADRNIVX_0000000278281347;894031.811326941;6710021.01533273;2018700026000ZB0078;894010.025074148;6709986.48062563;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000BF729FEF83482B41BC2F28AABC985941
1215;N070GAY_S01D;AD700BD0044785;31;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894028.598965749;6709980.94441707;0330;ADRNIVX_0000000278281345;894053.924701256;6709997.06205278;2018700026000ZB0071;894031.051870925;6709972.75121401;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000082A3AB3299482B414E54713CB7985941
1159;N070GAY_S01D;AD700BD0044786;29;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894054.837060987;6709954.70632183;0330;ADRNIVX_0000000278281343;894067.023933636;6709983.70718006;2018700026000ZB0072;894051.027785906;6709958.46791261;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000FC4193ACCD482B417F6034ADB0985941
2172;N070GAY_S01D;AD700BD0044787;27;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894077.456108607;6709943.6229885;0330;ADRNIVX_0000000278281339;894091.771349099;6709964.50825156;2018700026000AN0120;894076.128007553;6709942.99587294;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000391187E9FA482B412A0BDFE7AD985941
2174;N070GAY_S01D;AD700BD0044788;25;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894100.97991813;6709940.90870279;0330;ADRNIVX_0000000278281260;894113.7320946;6709947.5525628;2018700026000AN0075;894106.58093892;6709937.10325792;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000045D4B7F529492B41BC2F283AAD985941
2185;N070GAY_S01D;AD700BD0044789;23;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894122.694203845;6709924.39679802;0330;ADRNIVX_0000000278281257;894128.307684649;6709937.46932887;2018700026000AN0071;894125.835426828;6709924.85980959;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000B3AF6E6355492B418B236519A9985941
1192;N070GAY_S01D;AD700BD0044790;20;;FG  ROCH;;Arc-lès-Gray;70100;70026;894233.141107469;6709888.11954171;;;;;2018700026000AN0058;894223.402037503;6709878.51695868;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-14 00:00:00;;;;;;;;;;01010000206A080000F63C3F48324A2B414692A607A0985941
1547;N070GAY_S01C;AD700BC0044791;55;;Rue de Dijon;;Arc-lès-Gray;70100;70026;894472.824577998;6709318.01600698;0080;ADRNIVX_0000000278282107;894468.502803553;6709323.93124665;2018700026000AB0240;894473.408985424;6709319.16988774;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800005D162FA6114C2B412742068111985941
1723;N070GAY_S01C;AD700BC0044792;57;;RUE DE DIJON;;Arc-lès-Gray;70100;70026;894471.663344005;6709294.84938882;;;;;2018700026000AD0069;894485.871508327;6709281.97783452;;;;;10;0;10;0;10;0;;7;I;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-14 00:00:00;;;;;;;;;;01010000206A0800004FD3A1530F4C2B41EF625CB60B985941
1185;N070GAY_S01C;AD700BC0044793;59;;Rue de Dijon;;Arc-lès-Gray;70100;70026;894461.212238068;6709310.40992433;0080;ADRNIVX_0000000278282109;894458.167976599;6709314.92368267;2018700026000AD0067;894462.719090747;6709306.56817502;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000D177AA6CFA4B2B4140333C9A0F985941
1198;N070GAY_S01C;AD700BC0044794;61;;Rue de Dijon;;Arc-lès-Gray;70100;70026;894456.451178697;6709306.51979045;0080;;;;2018700026000AD0066;894456.712093821;6709305.25227501;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-14 00:00:00;;;;;;;;;;01010000206A080000E5E400E7F04B2B412C3F44A10E985941
1741;N070GAY_S01C;AD700BC0044795;67;;RUE DE DIJON;;Arc-lès-Gray;70100;70026;894449.541836438;6709301.70066938;;ADRNIVX_0000000278282112;894446.43499047;6709304.87008135;2018700026000AD0061;894449.283716167;6709302.42996443;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000EB956B15E34B2B4163C4D76C0D985941
1454;N070GAY_S01C;AD700BC0044796;65;;Rue de Dijon;;Arc-lès-Gray;70100;70026;894459.760695577;6709288.34647846;0080;ADRNIVX_0000000278282111;894456.001616711;6709298.18056808;2018700026000AD0060;894466.208674277;6709277.05299497;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000000E47985F74B2B41FFB32C160A985941
1749;N070GAY_S01C;AD700BC0044797;69;;RUE DE DIJON;;Arc-lès-Gray;70100;70026;894446.348442957;6709298.8556461;;ADRNIVX_0000000278282113;894442.172560403;6709301.50739464;2018700026000AD0113;894446.013789965;6709297.72301595;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000851D67B2DC4B2B41DAE7C2B60C985941
1936;N070GAY_S01D;AD700BD0044798;1;;Rue des Griffonnets;;Arc-lès-Gray;70100;70026;894277.926821754;6709877.48858933;A001;ADRNIVX_0000000278281305;894275.194091598;6709850.56940642;2018700026000AB0598;894271.982193024;6709901.99169479;;;;;8;0;8;0;8;0;;7;I;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000896188DA8B4A2B412E0C455F9D985941
1932;N070GAY_S01D;AD700BD0044799;2;;Rue des Griffonnets;;Arc-lès-Gray;70100;70026;894272.27205985;6709897.84573219;A001;ADRNIVX_0000000278281306;894262.913061561;6709926.52725155;2018700026000AB0598;894271.982193024;6709901.99169479;;;;;8;0;8;0;8;0;;7;I;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000BA6D4B8B804A2B41E5792076A2985941
1934;N070GAY_S01D;AD700BD0044800;3;;Rue des Griffonnets;;Arc-lès-Gray;70100;70026;894265.71253604;6709927.02430362;A001;ADRNIVX_0000000278281307;894262.230871956;6709928.95023277;2018700026000AB0598;894271.982193024;6709901.99169479;;;;;8;0;8;0;8;0;;7;I;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800001B86D16C734A2B41C0308EC1A9985941
2183;N070GAY_S01D;AD700BD0044801;22;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894171.051821754;6709917.1850179;0330;ADRNIVX_0000000278281256;894164.703788094;6709912.42671813;2018700026000AN0055;894178.627344203;6709917.32064508;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800008761881AB6492B415255D74BA7985941
1235;N070GAY_S01D;AD700BD0044802;20;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894191.408964611;6709890.72073219;0330;ADRNIVX_0000000278281251;894183.821519284;6709885.5973621;2018700026000AN0140;894198.097907102;6709892.26030598;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800003ECF63D1DE492B41E57920AEA0985941
2179;N070GAY_S01D;AD700BD0044803;21;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894166.188726516;6709872.62549409;0330;ADRNIVX_0000000278281253;894177.979820843;6709877.51502964;2018700026000AN0066;894170.157667549;6709869.83771024;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800000DC3A060AC492B415E1808289C985941
1610;N070GAY_S01D;AD700BD0044804;21;BIS;Faubourg Roch;;Arc-lès-Gray;70100;70026;894158.045869373;6709890.72073219;0330;ADRNIVX_0000000278281254;894152.180080235;6709919.68700499;2018700026000AN0154;894155.221022542;6709888.1392293;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000C3307C179C492B41E57920AEA0985941
2176;N070GAY_S01D;AD700BD0044805;21;TER;Faubourg Roch;;Arc-lès-Gray;70100;70026;894139.83753604;6709904.405256;0330;ADRNIVX_0000000278281255;894169.406337305;6709897.68637773;2018700026000AN0070;894141.083627793;6709906.17584498;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800001986D1AC77492B41D8B6EF19A4985941
2171;N070GAY_S01D;AD700BD0044806;12;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894083.629202706;6709884.16120838;0125;ADRNIVX_0000000278281330;894038.966318578;6709868.75305989;2018700026000AN0161;894081.314286393;6709887.18417916;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800006DDB264207492B41F13C510A9F985941
2180;N070GAY_S01D;AD700BD0044807;2;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894177.498250326;6709852.83382742;0125;ADRNIVX_0000000278281224;894172.398692561;6709842.98785546;2018700026000AN0065;894172.863752067;6709849.84287627;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000ABAA1AFFC2492B41B46D5D3597985941
2378;N070GAY_S01D;AD700BD0044808;6;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894125.361345564;6709859.84573219;0125;ADRNIVX_0000000278281227;894119.720587236;6709844.93566892;2018700026000AN0068;894125.611867251;6709865.3552933;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000254902B95A492B41E57920F698985941
1399;N070GAY_S01D;AD700BD0044809;18;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;893968.328607468;6709916.28025599;0125;ADRNIVX_0000000278281336;893963.477669307;6709899.85680436;2018700026000ZB0077;893974.864878699;6709927.58699902;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000F13C3FA820482B41D6B6EF11A7985941
1193;N070GAY_S01D;AD700BD0044810;16;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;893993.435750325;6709909.15525599;0125;ADRNIVX_0000000278281334;893987.935265413;6709889.53987339;2018700026000ZB0068;894001.590173317;6709916.92209333;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000A8AA1ADF52482B41D6B6EF49A5985941
1194;N070GAY_S01D;AD700BD0044811;14;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894043.197655087;6709880.42906552;0125;ADRNIVX_0000000278281332;894014.469476259;6709877.95702033;2018700026000AN0121;894055.424380961;6709893.52206917;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800002E0C3365B6482B4138CF751B9E985941
2150;N070GAY_S01D;AD700BD0044812;21;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;893947.519083658;6709889.25049409;0125;ADRNIVX_0000000278281338;893963.705860105;6709892.86189568;2018700026000AM0116;893955.360868128;6709884.8846363;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800005255C509F7472B415D180850A0985941
2158;N070GAY_S01D;AD700BD0044813;19;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;893983.709559849;6709877.14930361;0125;ADRNIVX_0000000278281337;893987.528496534;6709883.52458476;2018700026000AM0117;893988.852577003;6709871.56189237;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000B46D4B6B3F482B41BE308E499D985941
2167;N070GAY_S01D;AD700BD0044814;17;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894020.578607468;6709862.67311314;0125;ADRNIVX_0000000278281335;894022.49330759;6709869.9938627;2018700026000AM0118;894021.473690321;6709858.91682635;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000F13C3F2889482B41204914AB99985941
2156;N070GAY_S01D;AD700BD0044815;15;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894043.084559849;6709852.94692266;0125;ADRNIVX_0000000278281333;894059.472420294;6709859.41894576;2018700026000AM0119;894051.364978891;6709848.49873772;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000B46D4B2BB6482B4182619A3C97985941
2155;N070GAY_S01D;AD700BD0044816;13;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894074.411940801;6709842.88144647;0125;ADRNIVX_0000000278281331;894081.917418678;6709853.03805103;2018700026000AM0120;894077.97323338;6709839.64882278;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800009CE7E9D2F4482B41769E69B894985941
2214;N070GAY_S01D;AD700BD0044817;11;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894028.368861607;6709830.73916481;0125;ADRNIVX_0000000278281329;894031.136283806;6709833.81920795;2018700026000AM0169;894012.535983213;6709834.23428173;;;;;1;0;1;0;1;0;;7;P;;;;;;;t;E;Site isolÃ©;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000B66DDBBC98482B41E7794EAF91985941
1356;N070GAY_S01D;AD700BD0044818;9;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894056.084934779;6709819.36125546;0125;ADRNIVX_0000000278281328;894061.36368122;6709813.02060636;2018700026000AM0146;894056.652911666;6709814.55393772;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000048927C2BD0482B413DCF1ED78E985941
1366;N070GAY_S01D;AD700BD0044819;7;B;CHE DU FLEURIOT;;Arc-lès-Gray;70100;70026;894044.780988421;6709770.61358933;;ADRNIVX_0000000278281327;894050.373492485;6709770.98124246;2018700026000AM0046;894077.61366609;6709791.62382244;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000DBB6DD8FB9482B412C0C45A782985941
1366;N070GAY_S01D;AD700BD0044820;7;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894085.042893183;6709806.35168457;0125;ADRNIVX_0000000278281326;894076.915978055;6709789.18671194;2018700026000AM0046;894077.61366609;6709791.62382244;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800006118F6150A492B41FCFF81968B985941
2327;N070GAY_S01D;AD700BD0044821;3;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894127.114321754;6709812.45882742;0125;ADRNIVX_0000000278281225;894155.203267698;6709838.64727475;2018700026000AM0049;894125.226854638;6709811.67523774;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800008661883A5E492B41B26D5D1D8D985941
2209;N070GAY_S01D;AD700BD0044822;1;;Chemin du Fleuriot;;Arc-lès-Gray;70100;70026;894159.233369373;6709826.48263695;0125;ADRNIVX_0000000278281223;894169.868389736;6709839.68191525;2018700026000AM0163;894166.971549081;6709830.41625092;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000C3307C779E492B411486E39E90985941
2449;N070GAY_S01D;AD700BD0044823;9;;Faubourg Roch;;Arc-lès-Gray;70100;70026;894191.578607468;6709795.26835123;0330;ADRNIVX_0000000278281241;894191.500664461;6709830.49617326;2018700026000AM0127;894198.837677687;6709787.03761279;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000F43C3F28DF492B41A6AA2CD188985941
1150;N070GAY_S01D;AD700BD0044824;31;;Rue Roger Salengro;;Arc-lès-Gray;70100;70026;894228.795773461;6709849.79355585;0340;ADRNIVX_0000000278281273;894233.233773605;6709852.08838282;2018700026000AB0558;894236.387358464;6709839.96490623;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800007A9E6F97294A2B417A9EC97296985941
1379;N070GAY_S01D;AD700BD0044825;29;;Rue Roger Salengro;;Arc-lès-Gray;70100;70026;894257.626226516;6709828.46180361;0340;ADRNIVX_0000000278281270;894270.998074623;6709833.64886416;2018700026000AB0556;894262.892318922;6709824.28045774;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800000EC3A040634A2B41BE308E1D91985941
1986;N070GAY_S01D;AD700BD0044826;27;;Rue Roger Salengro;;Arc-lès-Gray;70100;70026;894286.795070103;6709798.58290318;0340;ADRNIVX_0000000278281268;894300.813524896;6709804.72414318;2018700026000AB0443;894286.837642872;6709789.89592931;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000B76D13979D4A2B4124494EA589985941
