nom_id;nom_sro;ad_code;ad_numero;ad_rep;ad_nomvoie;ad_nom_ld;ad_commune;ad_postal;ad_insee;x;y;ad_fantoir;ad_ban_id;ad_x_ban;ad_y_ban;ad_idpar;ad_x_parc;ad_y_parc;ad_nombat;ad_rivoli;ad_hexacle;ad_hexaclv;ad_nblhab;ad_nblpro;ad_nbprhab;ad_nbprpro;nb_prises_totale;potentiel_ftte;ad_comment;ad_racc;ad_itypeim;ad_imneuf;ad_idatimn;ad_prop;ad_gest;ad_idatsgn;ad_iaccgst;ad_isole;statut;cas_particuliers;ad_creadat;ad_majdate;ad_majsrc;ad_abddate;ad_abdsrc;nom_pro;typologie_pro;ad_typzone;ad_geolqlt;ad_geolsrc;geom
;N070GAY_S01C;AD700BC0043822;;;Route départementale n°70 d'Avallon (Yonne) à Combeaufontaine;;Arc-lès-Gray;70100;70026;893377.985937872;6708465.25641388;;;;;2018700026000AE0019;893391.143673807;6708463.03450666;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-07 00:00:00;;;;;scierie;Entreprises;;;;01010000206A08000047D9CCF883432B41C11569503C975941
;N070GAY_S01C;AD700BC0043823;7;;Route départementale n°70;EN PLATEAU                ;Arc-lès-Gray;70100;70026;892534.284270659;6708192.92484066;;;;;2018700026000AI0046;892545.527131559;6708217.15050698;;;;;0;1;0;1;1;1;Route de Dijon;1;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-07 00:00:00;;;;;EURO CHANVRE;Entreprises;;;;01010000206A08000081EC8B91EC3C2B41E696303BF8965941
;N070GAY_S01C;AD700BC0043824;7;B;Route départementale n°70;EN PLATEAU                ;Arc-lès-Gray;70100;70026;892419.383125156;6708151.40472786;;;;;2018700026000AI0038;892438.907328403;6708160.86283422;;;;;0;1;0;1;1;1;Route de Dijon;1;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-07 00:00:00;;;;;EURO CHANVRE;Entreprises;;;;01010000206A080000FFFA28C4063C2B41B10FE7D9ED965941
;N070GAY_S01C;AD700BC0043825;;;Chemin du Domaine dite VC 301;;Mantoche;70100;70331;892308.734907874;6708184.41898423;;;;;20187003310000B0582;892309.284613434;6708183.65797025;;;;;1;0;1;0;1;0;;0;P;;;;;;;f;C;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-07 00:00:00;;;;;;;;;;01010000206A0800004BD84578293B2B4136A3D01AF6965941
;N070GAY_S01C;AD700BC0043826;;;Chemin rural dit de Passirey;HAMEAU DE PASSIREY        ;Mantoche;70100;70331;891349.591468688;6708351.94110603;;;;;2018700331000YC0015;891336.054473813;6708360.10025371;;;;;1;0;1;0;1;0;;0;P;;;;;;;f;C;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-07 00:00:00;;;;;;;;;;01010000206A080000E0FBD42EAB332B41CA143BFC1F975941
;N070GAY_S01C;AD700BC0043827;;;Chemin rural dit de Passirey;HAMEAU DE PASSIREY        ;Mantoche;70100;70331;891384.479896808;6708360.87946365;;;;;2018700331000YC0017;891386.630657072;6708365.73810305;;;;;1;0;1;0;1;0;;0;P;;;;;;;f;C;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-07 00:00:00;;;;;;;;;;01010000206A080000D108B5F5F0332B41E621493822975941
;N070GAY_S01C;AD700BC0043828;;;Chemin rural dit de Passirey;;Mantoche;70100;70331;891389.093242675;6708416.23961405;;;;;2018700331000YC0016;891384.13662607;6708470.6243627;;;;;0;0;0;0;0;0;Grange;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-07 00:00:00;;;;;;;;;;01010000206A0800000281BD2FFA332B412FD6550F30975941
;N070GAY_S01D;AD700BD0043829;;;RUE  DU REPOS                  ;;Arc-lès-Gray;70100;70026;894408.673788043;6709503.03522984;;;;;2018700026000AB0676;894385.511214457;6709476.46442658;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A08000016BFFA58914B2B41A73441C23F985941
;N070GAY_S01C;AD700BC0043830;;;;;Arc-lès-Gray;70100;70026;894445.485107971;6709502.86281148;;;;;2018700026000AB0301;894444.391440736;6709503.15982395;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A080000711260F8DA4B2B41A24D38B73F985941
;N070GAY_S01D;AD700BD0043831;;;RUE  DU REPOS                  ;;Arc-lès-Gray;70100;70026;894399.535614946;6709510.36301015;;;;;2018700026000AB0403;894393.105170873;6709500.05240763;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A0800004C1F3C127F4B2B41EF8E3B9741985941
;N070GAY_S01D;AD700BD0043832;21;;Sentier Sentier;;Arc-lès-Gray;70100;70026;894321.430931528;6709459.87585582;;;;;2018700026000AC0063;894322.294012035;6709458.39516889;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-08 00:00:00;;;;;CIMETIERRE;Mairie;;;;01010000206A080000A50EA3DCE24A2B4192050EF834985941
;N070GAY_S01D;AD700BD0043833;;;FG   ROCH                      ;;Arc-lès-Gray;70100;70026;894290.491474449;6709679.52888495;;;;;2018700026000AB0365;894280.40757385;6709698.54351599;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A080000FD89A2FBA44A2B414540D9E16B985941
;N070GAY_S01D;AD700BD0043834;;;CHE  D AUTREY                  ;;Arc-lès-Gray;70100;70026;894056.694329619;6709751.70663665;;;;;2018700026000AM0048;894050.797748722;6709752.1707382;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A080000F92B7F63D1482B41F28839ED7D985941
;N070GAY_S01D;AD700BD0043835;;;RUE  DES VARENNES              ;;Arc-lès-Gray;70100;70026;893956.233184118;6709485.034638;;;;;2018700026000AC0193;893973.51813752;6709491.28617626;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A080000A2E8637708482B41498237423B985941
1443;N070GAY_S01C;AD700BC0043836;6;;Port Saint-Martin;;Arc-lès-Gray;70100;70026;892990.104467387;6708553.99123829;0279;;;;2018700026000AH0004;892982.698178195;6708554.12257093;;;;;2;0;2;0;2;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-07 00:00:00;;;;;;;;;;01010000206A080000D9BF7C357C402B41BB72707F52975941
1836;N070GAY_S01C;AD700BC0043837;4;;Port Saint-Martin;;Arc-lès-Gray;70100;70026;893008.341600268;6708568.26377707;0279;ADRNIVX_0000000278283708;893016.384765991;6708558.93948802;2018700026000AH0008;893008.899451991;6708568.72688752;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-07 00:00:00;;;;;;;;;;01010000206A080000FB3AE6AEA0402B4136B9E11056975941
;N070GAY_S01D;AD700BD0043838;;;;;Arc-lès-Gray;70100;70026;894163.03254396;6709667.95840567;;;;;2018700026000AC0269;894157.886048291;6709664.42569175;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A0800001B9AA910A6492B41BE8456FD68985941
;N070GAY_S01D;AD700BD0043839;;;RUE  DU REPOS                  ;;Arc-lès-Gray;70100;70026;894291.662296757;6709614.5826828;;;;;2018700026000AB0370;894294.585170912;6709614.45163798;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A080000828F1853A74A2B41CCAC4AA55B985941
43258;N070GAY_S01B;AD700BB0043840;2;;Route de Prantigny;;Montureux-et-Prantigny;70100;70371;898575.669300969;6714260.56279649;0167;ADRNIVX_0000000278275957;898629.666447298;6714228.68358116;;;;;;;;1;1;1;1;2;1;;0;P;;;;;;;f;E;;2018-06-20 00:00:00;;;;;Agriculteur;Entreprises;;;;01010000206A080000DC9DAE561F6C2B4197DB0424E59C5941
2275;N070GAY_S01E;AD700BE0043841;60;TER;AV  JEAN JAURES;;Arc-lès-Gray;70100;70026;894478.917263376;6710567.73359646;;ADRNIVX_0000000278280044;894461.896805725;6710560.68993596;2018700026000AO0062;894490.757034466;6710567.28753929;;;;;1;0;1;0;1;0;;0;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000968BA3D51D4C2B41963EF3EE49995941
;N070GAY_S01D;AD700BD0043842;;;;;Arc-lès-Gray;70100;70026;894391.434723249;6709556.9598594;;;;;2018700026000AB0318;894397.335712561;6709573.21702602;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A080000B50B94DE6E4B2B411F566E3D4D985941
;N070GAY_S01D;AD700BD0043843;;;RUE  DU REPOS                  ;;Arc-lès-Gray;70100;70026;894384.823020804;6709530.69670802;;;;;2018700026000AB0611;894382.801562871;6709531.55970145;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A08000097FB62A5614B2B413ADD96AC46985941
;N070GAY_S01D;AD700BD0043844;;;RUE  DU REPOS                  ;;Arc-lès-Gray;70100;70026;894238.906420991;6709561.91863624;;;;;2018700026000AB0624;894256.127611928;6709581.73912594;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A080000856916D03D4A2B41A3EFCA7A4E985941
;N070GAY_S01D;AD700BD0043845;;;PL   ACCARIER                  ;;Arc-lès-Gray;70100;70026;894439.461395183;6709669.35880098;;;;;2018700026000AB0574;894411.068446407;6709651.97993401;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A0800004CFD3BECCE4B2B416498F65669985941
;N070GAY_S01D;AD700BD0043846;;;RUE  ROGER SALENGRO            ;;Arc-lès-Gray;70100;70026;894436.16909606;6709714.6141136;;;;;2018700026000AB0360;894434.058812286;6709712.88033781;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A08000043C29356C84B2B4120A34DA774985941
;N070GAY_S01D;AD700BD0043847;;;RUE  ROGER SALENGRO            ;;Arc-lès-Gray;70100;70026;894373.325507524;6709684.60575644;;;;;2018700026000AB0595;894368.949467928;6709701.1996209;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A08000016ECA8A64A4B2B41ACB6C4266D985941
2467;N070GAY_S01D;AD700BD0043848;11;;Rue des Varennes;;Arc-lès-Gray;70100;70026;894078.549679371;6709590.82187713;0191;ADRNIVX_0000000278282210;894073.490317316;6709605.45769586;2018700026000AC0222;894086.486582663;6709589.86754498;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-08 00:00:00;;;;;;;;;;01010000206A08000014936F19FD482B418DA299B455985941
;N070GAY_S01D;AD700BD0043849;;;;;Arc-lès-Gray;70100;70026;894373.197200778;6709747.7756285;;;;;2018700026000AB0362;894377.803005679;6709751.90971138;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A0800001780F7644A4B2B41B4E5A3F17C985941
;N070GAY_S01D;AD700BD0043850;;;RUE  ROGER SALENGRO            ;;Arc-lès-Gray;70100;70026;894387.549023765;6709751.14613238;;;;;2018700026000AB0591;894382.622445947;6709733.06250206;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-08 00:00:00;;;;;;;;;;01010000206A0800009AA41919674B2B41A03B5AC97D985941
1795;N070GAY_S01C;AD700BC0043851;5;;Rue Quenot;;Arc-lès-Gray;70100;70026;893770.485119047;6708985.71428571;0300;ADRNIVX_0000000278282727;893771.37198387;6708989.73641797;2018700026000AL0107;893774.573153979;6708982.26787654;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000168661F894462B416EDBB66DBE975941
43255;N070GAY_S01B;AD700BB0043852;3;;Grande Rue;;Montureux-et-Prantigny;70100;70371;898544.2448374;6715081.70717889;0078;ADRNIVX_0000000278274466;898531.17886739;6715072.71520456;;;;;;;;2;0;2;0;2;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000E3535B7DE06B2B41446B426DB29D5941
;N070GAY_S01B;AD700BB0043853;4;;;;Montureux-et-Prantigny;70100;70371;898473.379768273;6714983.83283797;;;;;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;C;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-25 00:00:00;;;;;;;;;;01010000206A080000AEFC70C2526B2B41A4374DF5999D5941
;N070GAY_S01E;AD700BE0043854;;;RUE  DE LA NITRIERE            ;;Arc-lès-Gray;70100;70026;894664.411150781;6709846.02512924;;;;;2018700026000AP0011;894657.987788562;6709849.96410854;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-09 00:00:00;;;;;;;;;;01010000206A080000ED5A82D2904D2B41ACB79B8195985941
;N070GAY_S01E;AD700BE0043855;;;;;Arc-lès-Gray;70100;70026;894624.921504871;6709970.0527268;;;;;2018700026000AP0150;894628.904089126;6709970.77763126;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-09 00:00:00;;;;;;;;;;01010000206A080000847CCFD7414D2B413FE05F83B4985941
;N070GAY_S01E;AD700BE0043856;;;AV   JEAN JAURES               ;;Arc-lès-Gray;70100;70026;894680.739714046;6709917.24545837;;;;;2018700026000AP0120;894676.696068768;6709921.83375515;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-09 00:00:00;;;;;;;;;;01010000206A080000A7CCBB7AB14D2B410997B54FA7985941
;N070GAY_S01E;AD700BE0043857;4;;RUE  DES GRANGES               ;;Arc-lès-Gray;70100;70026;894653.641247351;6710120.599764;;;;;2018700026000AP0145;894664.770932604;6710131.35105093;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-09 00:00:00;;;;;;;;;;01010000206A080000A29251487B4D2B4189886226DA985941
1164;N070GAY_S01D;AD700BD0043858;21;;Rue Roger Salengro;;Arc-lès-Gray;70100;70026;894358.627925927;6709751.03740645;0340;ADRNIVX_0000000278281265;894361.962999457;6709762.70787722;2018700026000AB0482;894358.925350039;6709743.87825928;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-08 00:00:00;;;;;;;;;;01010000206A080000D1817F412D4B2B4104DE64C27D985941
;N070GAY_S01C;AD700BC0043859;16;;Avenue des Parcs;;Arc-lès-Gray;70100;70026;894467.792653793;6709026.64807931;;;;;2018700026000AD0168;894508.793991109;6709039.92433453;;;;;0;1;0;1;1;1;;7;P;;;;;;;t;C;"Adresse a creer (manque BAN);Site isolÃ©";2018-06-11 00:00:00;;;;;EUROPORTE;Entreprises;;;;01010000206A080000CCB7D695074C2B41A2217AA9C8975941
;N070GAY_S01H;AD700BH0043860;16;;Rue Louis Chauveau;;Arc-lès-Gray;70100;70026;894660.85147929;6709083.05342038;;;;;2018700026000AD0227;894664.89028711;6709082.79201055;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-11 00:00:00;;;;;TECHNI CROC;Entreprises;;;;01010000206A080000EC17F5B3894D2B414B3D6BC3D6975941
;N070GAY_S01H;AD700BH0043861;1;;Avenue des Parcs;;Arc-lès-Gray;70100;70026;894653.789604618;6709011.67804423;;;;;2018700026000AD0226;894661.281627917;6709012.64096998;;;;;0;1;0;1;1;0;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-11 00:00:00;;;;;GARAGE;Artisans ou libérales;;;;01010000206A080000770E47947B4D2B41A31365EBC4975941
;N070GAY_S01H;AD700BH0043862;23;;Chemin du Pont-Rouge;;Arc-lès-Gray;70100;70026;894747.107234205;6709150.14122975;;;;;2018700026000AW0002;894757.50643673;6709148.39656437;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-11 00:00:00;;;;;;;;;;01010000206A080000D666E736364E2B4186E80989E7975941
;N070GAY_S01F;AD700BF0043863;9;;du Patouillet Impasse;;Arc-lès-Gray;70100;70026;894821.509128065;6709128.70339593;;;;;2018700026000AW0314;894834.697937191;6709130.96694027;;;;;0;1;0;1;1;1;;7;P;;;;;;;t;C;"Adresse a creer (manque BAN);Site isolÃ©";2018-06-11 00:00:00;;;;;GEDIMAT;Entreprises;;;;01010000206A080000066FAC04CB4E2B415D70042DE2975941
;N070GAY_S01F;AD700BF0043864;5;;du Patouillet Impasse;;Arc-lès-Gray;70100;70026;894913.817918413;6709192.26026797;;;;;2018700026000AW0304;894898.244703239;6709184.75692255;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-11 00:00:00;;;;;AUBADE;Entreprises;;;;01010000206A080000C233C6A2834F2B41023BA810F2975941
;N070GAY_S01F;AD700BF0043865;;;AV   CHARLES COUYBA            ;;Arc-lès-Gray;70100;70026;894874.094873386;6709268.23847315;;;;;2018700026000AW0204;894850.753231305;6709248.01592762;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-11 00:00:00;;;;;;;;;;01010000206A080000933E9330344F2B41DE24430F05985941
;N070GAY_S01E;AD700BE0043866;4;B;Avenue Jean-Jaurès;;Arc-lès-Gray;70100;70026;894819.650566652;6709764.45399337;;;;;2018700026000AR0006;894818.659283236;6709756.11506001;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-11 00:00:00;;;;;;;;;;01010000206A0800007C12174DC74E2B41393A0E1D81985941
;N070GAY_S01F;AD700BF0043867;;;Chemin rural dit de Saint-Laurent;EN SAINT LAURENT          ;Rigny;70100;70446;896986.523450089;6712881.09341115;;;;;2018700446000ZA0012;896987.805747422;6712879.84047282;;;;;1;0;1;0;1;0;;0;P;;;;;;;f;C;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-12 00:00:00;;;;;;;;;;01010000206A08000069A6010CB55F2B41C172FA458C9B5941
;N070GAY_S01F;AD700BF0043868;;;Chemin rural dit de Saint-Laurent;EN SAINT LAURENT          ;Rigny;70100;70446;896966.34006192;6712875.18256176;;;;;2018700446000ZA0013;896966.418275814;6712868.33324291;;;;;1;0;1;0;1;0;;0;P;;;;;;;f;C;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-12 00:00:00;;;;;;;;;;01010000206A08000093981CAE8C5F2B418217AFCB8A9B5941
;N070GAY_S01F;AD700BF0043869;;;Chemin rural dit de Saint-Laurent;EN SAINT LAURENT          ;Rigny;70100;70446;896966.34006192;6712844.76331245;;;;;2018700446000ZA0015;896972.418322371;6712846.53878196;;;;;1;0;1;0;1;0;;0;P;;;;;;;f;C;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-12 00:00:00;;;;;;;;;;01010000206A08000093981CAE8C5F2B41711CDA30839B5941
;N070GAY_S01G;AD700BG0043870;1;;Route départementale n°2 de Fontaine-Française (Côte-d'Or) à Dampierre-sur-Salon;EN GIRANAUX               ;Arc-lès-Gray;70100;70026;896482.757038292;6710508.7484657;;;;;20187000260000C0487;896490.425711654;6710511.23181987;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;;;;;;01010000206A080000E0859A83C55B2B41B2DCE62F3B995941
;N070GAY_S01G;AD700BG0043871;2;;Route départementale n°2 de Fontaine-Française (Côte-d'Or) à Dampierre-sur-Salon;;Arc-lès-Gray;70100;70026;896476.008106698;6710440.17932071;;;;;20187000260000C0399;896626.744812916;6710333.00271968;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;Education Canine;Entreprises;;;;01010000206A080000A58F2604B85B2B4190FD790B2A995941
;N070GAY_S01F;AD700BF0043872;52;;Route départementale n°2 de Fontaine-Française (Côte-d'Or) à Dampierre-sur-Salon;;Arc-lès-Gray;70100;70026;896322.672380883;6710256.60838136;;;;;20187000260000C0809;896324.109677366;6710257.70473741;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;Décheterie;Mairie;;;;01010000206A080000A24E4258855A2B415AB8EF26FC985941
;N070GAY_S01F;AD700BF0043873;51;;Rue des Giranaux;;Arc-lès-Gray;70100;70026;896330.051212759;6710196.94782606;;;;;20187000260000C0803;896324.733504963;6710190.64227051;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;"";Entreprises;;;;01010000206A0800000E8F381A945A2B41A52EA93CED985941
;N070GAY_S01F;AD700BF0043874;50;;Rue des Giranaux;;Arc-lès-Gray;70100;70026;896354.887281025;6710178.59073213;;;;;20187000260000C0805;896353.406503801;6710167.03022932;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;"";Entreprises;;;;01010000206A080000D1B249C6C55A2B411F8ECEA5E8985941
;N070GAY_S01F;AD700BF0043875;49;;Rue des Giranaux;;Arc-lès-Gray;70100;70026;896384.132651265;6710159.78370942;;;;;20187000260000C0800;896385.099108756;6710144.21635203;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;"";Entreprises;;;;01010000206A080000DADDEA43005B2B418A4B28F2E3985941
;N070GAY_S01F;AD700BF0043876;47;;Rue des Giranaux;BOIS DE GIRANAUX          ;Arc-lès-Gray;70100;70026;896244.76721385;6710166.39766237;;;;;20187000260000C0827;896234.306004578;6710162.67696321;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;Pièce Auto 70;Entreprises;;;;01010000206A080000F740D088E9592B41E04C7399E5985941
;N070GAY_S01F;AD700BF0043877;46;;Rue des Giranaux;EN GIRANAUX               ;Arc-lès-Gray;70100;70026;896265.463937405;6710155.95931484;;;;;20187000260000C0828;896264.488915154;6710137.98344352;;;;;0;1;0;1;1;0;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;Local Artisanal;Artisans ou libérales;;;;01010000206A0800001B3489ED125A2B41116A65FDE2985941
;N070GAY_S01F;AD700BF0043878;53;;Rue des Giranaux;;Arc-lès-Gray;70100;70026;896474.590831063;6710144.62110976;;;;;20187000260000C0821;896480.755293512;6710117.9341086;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;Couverture Zinguerie;Entreprises;;;;01010000206A080000B668812EB55B2B412A43C027E0985941
;N070GAY_S01F;AD700BF0043879;54;;Rue des Giranaux;BOIS DE GIRANAUX          ;Arc-lès-Gray;70100;70026;896444.355617521;6710102.68774812;;;;;20187000260000C0829;896429.775733141;6710099.76811183;;;;;0;3;0;3;3;3;;7;I;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;"Kubota;Jardival;Husqvarna";"Entreprises;Entreprises;Entreprises";;;;01010000206A080000F17F13B6785B2B41B51004ACD5985941
;N070GAY_S01F;AD700BF0043880;46;;Rue des Giranaux;;Arc-lès-Gray;70100;70026;896339.792170693;6710107.72695038;;;;;20187000260000C0794;896340.129561888;6710097.44056556;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;Vétérinaire;Entreprises;;;;01010000206A080000A4659795A75A2B41E45A86EED6985941
;N070GAY_S01F;AD700BF0043881;55;;Rue des Giranaux;;Arc-lès-Gray;70100;70026;896458.213423728;6710068.49316138;;;;;20187000260000C0830;896465.4116841;6710062.67737492;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;"";Entreprises;;;;01010000206A080000F5DF456D945B2B41C2F48F1FCD985941
;N070GAY_S01F;AD700BF0043882;;;Rue des Giranaux;;Arc-lès-Gray;70100;70026;896375.246558;6710063.27398762;;;;;20187000260000C0789;896365.76823106;6710040.79406877;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-13 00:00:00;;;;;"";Entreprises;;;;01010000206A080000A1D93C7EEE5A2B415A0389D1CB985941
;N070GAY_S01E;AD700BE0043883;;;;;Arc-lès-Gray;70100;70026;894819.222833821;6710082.78201686;;;;;2018700026000AP0066;894820.108372491;6710083.02797156;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-11 11:40:24.564093;;;;;;;;;;01010000206A0800004E461772C64E2B416D900CB2D0985941
2054;N070GAY_S01E;AD700BE0043884;12;;Avenue Jean Jaurès;;Arc-lès-Gray;70100;70026;894789.430980849;6709779.2111099;0200;ADRNIVX_0000000278281155;894784.22606949;6709774.74772737;2018700026000AP0040;894796.131486671;6709780.58777804;;;;;1;0;1;0;1;0;;0;P;;;;;;;f;E;;2018-06-11 00:00:00;;;;;;;;;;01010000206A0800009885A9DC8A4E2B411BD382CD84985941
;N070GAY_S01E;AD700BE0043885;;;(R.D.n°67) Avenue Jean-Jaurès;;Arc-lès-Gray;70100;70026;894729.50728229;6709911.29824119;;;;;2018700026000AP0052;894733.19067255;6709912.95969265;;;;;0;0;0;0;0;0;;;P;;;;;;;f;S;"Adresse a fiabiliser (Mairie);Adresse a creer (manque BAN)";2018-06-11 11:40:22.098499;;;;;;;;;;01010000206A0800001F81BA03134E2B413A6216D3A5985941
