;N070GAY_S01G;AD700020706039;1;;Route départementale n°2 de Fontaine-Française (Côte-d'Or) à Dampierre-sur-Salon;EN GIRANAUX               ;Arc-lès-Gray;70100;70026;896482.757038292;6710508.7484657;B049;;;;20187000260000C0487;896490.425711654;6710511.23181987;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;;;;;;01010000206A080000E0859A83C55B2B41B2DCE62F3B995941;
;N070GAY_S01G;AD700020706040;2;;Route départementale n°2 de Fontaine-Française (Côte-d'Or) à Dampierre-sur-Salon;;Arc-lès-Gray;70100;70026;896476.008106698;6710440.17932071;;;;;20187000260000C0399;896626.744812916;6710333.00271968;;;;;0;1;0;1;1;1;;7;P;;;;;;;f;C;Adresse a creer (manque BAN);2018-06-13 00:00:00;;;;;Education Canine;Entreprises;;;;01010000206A080000A58F2604B85B2B4190FD790B2A995941;
